Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2007,4,1,3,25.0%,4-7,36.4%,45-51,46.9%,0-0,-,4,68.8%,25.0%,1.0%,1.0%,71.8%,58.9%,56.8%,58.3%,38.9%,48.8%,0.93,R32 (3x)
2005,29,14,15,48.3%,35-37,48.6%,342-341,50.1%,6-6,50.0%,29,70.7%,29.1%,3.4%,3.9%,59.1%,67.7%,48.1%,59.7%,39.6%,49.8%,0.98,QF (3x)
2004,32,17,15,53.1%,41-40,50.6%,401-401,50.0%,7-7,50.0%,32,71.1%,29.5%,3.8%,4.6%,57.1%,66.5%,49.8%,59.3%,40.7%,50.0%,1.00,SF (Sopot)
2003,48,27,21,56.3%,68-57,54.4%,621-596,51.0%,14-11,56.0%,45,74.0%,27.1%,3.6%,3.5%,62.6%,67.1%,51.0%,61.1%,39.1%,50.2%,1.01,W (Rome Masters)
2002,47,22,25,46.8%,52-60,46.4%,526-563,48.3%,7-11,38.9%,47,71.6%,25.2%,3.3%,3.7%,61.7%,66.1%,49.5%,59.7%,38.9%,49.3%,0.97,F (Indianapolis)
2001,51,30,21,58.8%,68-59,53.5%,608-579,51.2%,10-8,55.6%,51,75.6%,27.4%,4.8%,4.0%,57.8%,68.5%,50.7%,61.0%,39.2%,50.3%,1.01,W (Palermo)
2000,32,16,16,50.0%,36-37,49.3%,333-344,49.2%,2-5,28.6%,32,71.4%,28.9%,2.8%,2.7%,60.9%,64.4%,51.9%,59.5%,39.5%,49.6%,0.98,QF (3x)
1999,55,34,21,61.8%,84-58,59.2%,714-644,52.6%,16-5,76.2%,54,75.7%,28.7%,4.8%,3.1%,56.8%,69.5%,51.3%,61.7%,39.5%,50.7%,1.03,W (Barcelona)
1998,69,43,26,62.3%,102-69,59.6%,890-788,53.0%,14-16,46.7%,66,78.6%,27.8%,4.8%,2.9%,60.8%,69.2%,52.3%,62.6%,39.5%,51.0%,1.05,W (Bournemouth)
1997,75,53,22,70.7%,123-64,65.8%,991-777,56.1%,12-10,54.5%,73,79.3%,32.9%,3.3%,2.5%,67.0%,68.2%,52.4%,63.0%,42.2%,52.4%,1.14,W (6x)
1996,75,48,27,64.0%,107-77,58.2%,940-853,52.4%,15-13,53.6%,75,71.5%,33.0%,3.0%,1.9%,68.8%,64.0%,52.0%,60.3%,42.0%,51.1%,1.06,W (Oporto)
1995,15,10,5,66.7%,22-14,61.1%,184-159,53.6%,4-1,80.0%,15,73.4%,33.1%,1.2%,0.9%,68.3%,62.2%,54.2%,59.7%,43.4%,51.5%,1.08,F (Buenos Aires)
1994,1,0,1,0.0%,1-2,33.3%,13-15,46.4%,0-0,-,1,71.4%,21.4%,0.0%,0.0%,71.3%,59.7%,51.9%,57.4%,36.4%,48.0%,0.85,R32 (Prague)
Career,533,315,218,59.1%,743-581,56.1%,6608-6111,52.0%,107-93,53.5%,524,74.5%,29.4%,3.7%,3.0%,62.3%,66.9%,51.2%,61.0%,40.3%,50.7%,1.03,
