Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2004 Roland Garros R64,L vs Safin,0.0%,-,7.8%,53.1%,7.2%,10.3%,0.0%,6.7%,11.5%,1.5%,23.1%,-137,-136
2003 Rome F,W vs Federer,0.0%,-,9.5%,60.9%,7.1%,10.0%,0.0%,3.3%,20.0%,0.6%,33.3%,-113,-101
2003 Rome SF,W vs Kafelnikov,0.0%,-,7.8%,88.9%,6.3%,2.4%,0.0%,4.9%,26.7%,1.2%,28.6%,-154,-152
2002 Rome R64,W vs Sampras,0.0%,-,5.6%,63.6%,5.9%,6.8%,0.0%,11.8%,37.5%,0.7%,50.0%,-116,-99
1999 Rome SF,L vs Rafter,10.5%,100.0%,16.3%,75.0%,14.1%,17.1%,6.7%,11.5%,18.8%,0.5%,0.0%,-5,-16
1999 Monte Carlo SF,L vs Kuerten,4.0%,66.7%,14.1%,64.0%,7.1%,12.8%,0.0%,7.1%,41.7%,1.4%,50.0%,-135,-120
1998 Long Island F,L vs Rafter,3.1%,100.0%,4.7%,66.7%,18.4%,27.3%,20.0%,10.5%,21.4%,0.8%,0.0%,33,14
1998 Roland Garros SF,L vs Moya,1.0%,0.0%,11.3%,77.8%,10.4%,16.7%,22.2%,7.1%,26.1%,1.5%,0.0%,-89,-72
1998 Hamburg SF,L vs Corretja,1.3%,0.0%,15.1%,63.0%,11.6%,14.0%,18.2%,4.3%,30.8%,2.2%,33.3%,-47,-61
1997 Hamburg F,L vs Medvedev,0.0%,-,9.5%,60.0%,4.2%,4.5%,0.0%,2.5%,9.1%,1.9%,50.0%,-111,-121
1997 Hamburg SF,W vs Haas,0.0%,-,11.8%,76.2%,10.2%,8.8%,5.0%,6.1%,25.0%,0.8%,66.7%,-93,-75
Career (11 matches),,1.2%,76.9%,10.0%,67.6%,8.4%,10.9%,5.5%,6.2%,22.9%,1.3%,30.5%,-106,-100
