Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,137,68,69,49.6%,177-182,49.3%,1733-1776,49.4%,32-29,52.5%,130,75.7%,22.6%,4.1%,3.6%,61.4%,67.6%,50.8%,61.1%,36.6%,49.0%,0.94
Clay,358,236,122,65.9%,531-330,61.7%,4412-3764,54.0%,65-48,57.5%,357,74.4%,33.4%,3.4%,2.6%,63.6%,66.4%,52.1%,61.2%,42.5%,51.8%,1.10
Grass,15,5,10,33.3%,18-32,36.0%,220-276,44.4%,7-7,50.0%,15,71.8%,17.3%,4.7%,4.4%,57.4%,70.1%,45.1%,59.5%,34.2%,47.1%,0.84
Carpet,23,6,17,26.1%,17-37,31.5%,243-295,45.2%,3-9,25.0%,22,70.9%,20.9%,4.6%,4.1%,53.4%,68.1%,49.2%,59.3%,34.5%,47.5%,0.85
Grand Slams,69,35,34,50.7%,126-126,50.0%,1206-1227,49.6%,21-15,58.3%,68,73.3%,25.7%,3.6%,3.2%,62.3%,67.7%,48.0%,60.3%,37.7%,49.1%,0.95
Masters,102,53,49,52.0%,123-121,50.4%,1195-1177,50.4%,18-20,47.4%,100,73.4%,27.5%,3.1%,2.8%,63.8%,65.6%,50.9%,60.3%,39.5%,49.9%,0.99
Other Tours,361,226,135,62.6%,491-332,59.7%,4181-3684,53.2%,67-58,53.6%,356,75.2%,31.0%,3.9%,3.1%,61.9%,67.1%,52.4%,61.5%,41.4%,51.4%,1.07
Best of 5,75,39,36,52.0%,139-134,50.9%,1308-1325,49.7%,24-16,60.0%,73,73.1%,26.0%,3.5%,3.1%,62.8%,67.2%,48.3%,60.2%,37.8%,49.2%,0.95
Best of 3,458,276,182,60.3%,604-447,57.5%,5300-4786,52.5%,83-77,51.9%,451,74.9%,30.2%,3.8%,3.0%,62.2%,66.9%,52.0%,61.3%,41.0%,51.1%,1.06
Finals,22,11,11,50.0%,29-26,52.7%,265-267,49.8%,4-7,36.4%,22,71.8%,28.6%,3.1%,2.1%,64.0%,63.0%,52.2%,59.1%,39.3%,49.6%,0.96
Semi-finals,36,21,15,58.3%,49-42,53.8%,444-427,51.0%,4-3,57.1%,36,73.5%,28.6%,3.8%,2.5%,65.4%,66.4%,50.5%,60.9%,40.6%,50.7%,1.04
Quarter-finals,65,36,29,55.4%,85-77,52.5%,787-783,50.1%,15-12,55.6%,64,71.1%,29.0%,3.4%,3.2%,62.2%,65.1%,50.4%,59.5%,40.0%,49.8%,0.99
vs Righties,465,274,191,58.9%,643-507,55.9%,5718-5324,51.8%,97-78,55.4%,457,74.0%,29.3%,3.7%,3.1%,62.2%,66.6%,51.2%,60.7%,40.3%,50.5%,1.03
vs Lefties,68,41,27,60.3%,100-74,57.5%,890-787,53.1%,10-15,40.0%,67,77.7%,29.5%,3.6%,2.8%,63.0%,69.4%,51.9%,62.9%,40.6%,51.6%,1.10
vs Top 10,46,14,32,30.4%,42-75,35.9%,498-612,44.9%,7-12,36.8%,43,65.3%,25.1%,3.0%,3.5%,59.8%,62.7%,48.9%,57.2%,38.7%,48.1%,0.90
