Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2004 Roland Garros R64,L vs Safin,45% (13/29),85% (11/13),5/12,55% (16/29),19% (3/16),4/10,0/3,3/4,0/3,2/3
2003 Rome F,W vs Federer,44% (7/16),86% (6/7),0/3,50% (8/16),63% (5/8),3/4,0/0,1/1,0/0,0/0
2003 Rome SF,W vs Kafelnikov,50% (8/16),63% (5/8),1/5,50% (8/16),38% (3/8),2/4,1/2,0/0,1/2,0/0
1999 Rome SF,L vs Rafter,9% (1/11),100% (1/1),0/3,30% (3/10),0% (0/3),1/1,0/0,1/1,0/0,0/0
1999 Monte Carlo SF,L vs Kuerten,36% (5/14),40% (2/5),0/3,21% (3/14),0% (0/3),1/2,1/1,1/1,0/0,1/1
1998 Long Island F,L vs Rafter,10% (1/10),0% (0/1),0/2,50% (5/10),60% (3/5),0/0,0/0,3/3,0/0,1/1
1998 Roland Garros SF,L vs Moya,21% (4/19),50% (2/4),0/6,32% (6/19),0% (0/6),1/1,0/0,0/0,0/0,0/0
1998 Hamburg SF,L vs Corretja,46% (6/13),67% (4/6),2/4,54% (7/13),14% (1/7),2/3,0/0,0/2,0/0,0/1
1997 Hamburg F,L vs Medvedev,33% (4/12),25% (1/4),0/7,67% (8/12),13% (1/8),1/1,0/0,2/2,0/0,0/0
1997 Hamburg SF,W vs Haas,43% (6/14),50% (3/6),1/2,13% (2/15),0% (0/2),3/3,2/2,1/1,1/1,0/0
2004 (1 matches),,44.8%,84.6%,41.7%,55.2%,18.8%,40.0%,0.0%,75.0%,0.0%,66.7%
2003 (2 matches),,46.9%,73.3%,12.5%,50.0%,50.0%,62.5%,50.0%,100.0%,50.0%,-
1999 (2 matches),,24.0%,50.0%,0.0%,25.0%,0.0%,66.7%,100.0%,100.0%,-,100.0%
1998 (3 matches),,26.2%,54.5%,16.7%,42.9%,22.2%,75.0%,-,60.0%,-,50.0%
1997 (2 matches),,38.5%,40.0%,11.1%,37.0%,10.0%,100.0%,100.0%,100.0%,100.0%,-
Career (10 matches),,35.7%,63.6%,19.1%,42.9%,24.2%,62.1%,50.0%,80.0%,33.3%,66.7%
