Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),183,331,254,1513,280,1435,194,1514,,,,,,
2025,178,327,211,1551,258,1463,170,1539,,,,,,
2024,410,111,294,1454,282,1416,254,1432,,,178,393,,
2023,174,351,295,1439,276,1415,263,1411,215,1398,,,,
2022,247,218,331,1401,311,1365,306,1384,220,1394,,,,
2021,142,481,192,1561,208,1475,163,1547,182,1465,,,,
2020,232,250,216,1484,205,1454,206,1443,,,151,528,,
2019,231,209,192,1562,151,1560,215,1467,168,1470,200,347,,
2018,209,238,319,1386,296,1361,269,1388,210,1408,220,277,,
2017,222,234,241,1494,254,1419,203,1476,,,152,483,,
2016,244,215,282,1425,272,1379,243,1418,,,249,287,,
2015,651,46,,,,,,,,,674,76,,
2014,1423,3,,,,,,,,,933,33,,
