Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2022 Roland Garros R64,L vs Tsitsipas,25.5%,34.5%,55.2%,32.5%,31.9%,44.8%,57.0%,42.0%,27.3%,37.5%,57.1%,11.9%,11.9%,51.4%,-6
2022 Barletta CH SF,L vs Borges,2.6%,16.9%,55.4%,10.6%,4.0%,24.0%,62.5%,16.4%,5.3%,51.6%,20.0%,0.0%,3.8%,42.3%,-118
2016 Ostrava CH F,L vs Lestienne,20.5%,22.7%,31.3%,23.0%,23.3%,27.9%,36.4%,28.4%,47.4%,58.3%,75.0%,19.0%,19.0%,26.5%,22
Career (3 matches),,18.8%,27.3%,49.0%,24.9%,23.4%,36.4%,54.4%,33.1%,26.8%,44.9%,50.0%,11.8%,12.7%,40.2%,0
