Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Naiman QF,L vs You,100% (2/2),25% (1/4),0/0,0/0,0% (0/5),2/4,2/3,- (0/0),- (0/0)
2019 W60 Fukuoka R32,L vs Kung,43% (3/7),100% (2/2),0/0,0/0,55% (6/11),5/7,1/2,- (0/0),- (0/0)
2019 W80 Gifu R32,L vs Han,44% (4/9),50% (1/2),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2019 Anning R32,L vs Zhang,46% (6/13),43% (3/7),0/0,0/0,38% (3/8),1/3,0/1,20% (1/5),40% (2/5)
2019 Bogota R32,L vs Vickery,40% (2/5),50% (4/8),0/0,0/0,0% (0/7),0/2,0/1,- (0/0),- (0/0)
2019 W60 Shenzhen SF,L vs Liu,40% (2/5),- (0/0),0/0,0/0,50% (5/10),1/3,0/1,- (0/0),- (0/0)
2019 W60 Shenzhen QF,W vs Sekulic,47% (8/17),58% (7/12),2/2,1/1,75% (15/20),1/2,0/0,- (0/0),- (0/0)
2019 W60 Shenzhen R16,W vs Raina,67% (8/12),80% (4/5),2/2,1/1,33% (1/3),1/1,0/0,75% (3/4),80% (4/5)
2019 W25 Osaka R16,L vs Liu,50% (2/4),33% (1/3),0/0,0/0,50% (5/10),2/4,0/1,- (0/0),- (0/0)
2019 W25 Osaka R32,W vs Inoue,67% (6/9),67% (6/9),2/2,1/1,43% (3/7),0/0,0/0,- (0/0),- (0/0)
2019 W25 Jodhpur R16,W vs Hourigan,62% (13/21),40% (4/10),2/5,1/4,78% (7/9),1/2,0/0,- (0/0),- (0/0)
2019 W25 Hong Kong R16,L vs Ma,36% (9/25),54% (7/13),1/2,0/0,67% (12/18),2/4,1/2,50% (3/6),20% (1/5)
2019 W25 Hong Kong R32,W vs Shapatava,38% (5/13),88% (7/8),2/2,1/1,0% (0/3),0/0,0/0,- (0/0),- (0/0)
2018 Mumbai R32,L vs Khromacheva,56% (5/9),0% (0/4),0/0,0/0,40% (2/5),1/3,0/1,- (0/0),- (0/0)
2018 Nanchang R32,L vs Liu,33% (5/15),43% (3/7),0/4,0/0,55% (6/11),1/3,0/1,- (0/0),- (0/0)
2017 Mumbai R32,L vs Stollar,44% (4/9),50% (3/6),0/0,0/0,44% (4/9),0/2,0/1,- (0/0),- (0/0)
2017 Liuzhou $60K QF,L vs Hibino,0% (0/3),44% (4/9),0/0,0/0,33% (4/12),1/3,0/1,- (0/0),- (0/0)
2017 Dalian R32,L vs Liu,50% (1/2),- (0/0),0/0,0/0,50% (5/10),1/3,0/1,- (0/0),- (0/0)
2017 Tsukuba $25K R32,L vs Zhang,43% (3/7),18% (2/11),0/0,0/0,38% (3/8),3/5,1/2,- (0/0),- (0/0)
2017 Landisville PA $25K SF,L vs Schmiedlova,50% (3/6),0% (0/6),0/0,0/0,60% (6/10),0/2,0/1,- (0/0),- (0/0)
2019 (13 matches),,49.3%,56.6%,73.3%,62.5%,50.8%,47.1%,33.3%,46.7%,46.7%
2018 (2 matches),,41.7%,27.3%,0.0%,-,50.0%,33.3%,0.0%,-,-
2017 (31 matches),,50.8%,46.6%,51.7%,48.0%,47.7%,40.6%,34.5%,57.4%,51.9%
2016 (24 matches),,50.4%,47.8%,56.4%,38.1%,49.8%,41.0%,46.7%,43.3%,32.3%
2015 (15 matches),,48.4%,49.1%,47.6%,50.0%,52.9%,54.1%,30.0%,54.2%,48.0%
Career (126 matches),,51.4%,49.6%,52.5%,48.7%,49.6%,43.4%,37.6%,54.8%,48.5%
