Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
8,Fangzhou Liu [CHN],1,7,12.5%,2,1,1,50.0%,2012,2019,2,0.65,1.7%,3.4%,59.7%,47.9%,45.8%,47.1%,34.5%,52.4%,42.9%
7,Misa Eguchi [JPN],4,3,57.1%,2,0,2,0.0%,2010,2018,0,,,,,,,,,,
5,Ankita Raina [IND],2,3,40.0%,1,1,0,100.0%,2014,2023,1,0.74,1.8%,5.5%,56.4%,48.4%,29.2%,40.0%,44.4%,53.3%,75.0%
5,Miyu Kato [JPN],1,4,20.0%,2,1,1,50.0%,2013,2019,2,0.93,0.5%,3.1%,66.7%,54.7%,56.3%,55.2%,41.7%,59.3%,42.9%
5,Mai Minokoshi [JPN],5,0,100.0%,2,1,1,50.0%,2013,2018,2,1.33,0.6%,4.4%,64.8%,60.2%,57.1%,59.1%,54.5%,54.5%,54.2%
5,Nao Hibino [JPN],1,4,20.0%,1,0,1,0.0%,2013,2017,0,,,,,,,,,,
4,Kyoka Okamura [JPN],0,4,0.0%,1,0,1,0.0%,2017,2025,2,0.76,0.8%,6.5%,60.2%,58.1%,42.9%,52.0%,36.6%,38.5%,66.7%
4,Riko Sawayanagi [JPN],3,1,75.0%,1,0,1,0.0%,2013,2023,1,1.26,1.6%,6.3%,70.3%,57.8%,47.4%,54.7%,57.1%,44.4%,61.5%
4,Luksika Kumkhum [THA],1,3,25.0%,0,0,0,-,2013,2022,1,0.89,0.0%,2.8%,67.6%,52.1%,47.8%,50.7%,43.8%,50.0%,10.5%
4,Su Jeong Jang [KOR],2,2,50.0%,0,0,0,-,2014,2022,0,,,,,,,,,,
4,Sabina Sharipova [UZB],2,2,50.0%,0,0,0,-,2015,2021,0,,,,,,,,,,
4,Erika Sema [JPN],1,3,25.0%,0,0,0,-,2013,2019,1,0.82,0.0%,8.2%,52.1%,42.1%,42.9%,42.5%,47.1%,50.0%,57.1%
4,Miharu Imanishi [JPN],1,3,25.0%,2,1,1,50.0%,2014,2019,1,1.30,0.0%,3.6%,71.4%,70.0%,31.3%,58.9%,53.2%,0.0%,66.7%
4,Eri Hozumi [JPN],3,1,75.0%,1,1,0,100.0%,2013,2018,1,1.50,1.8%,7.1%,66.1%,78.4%,36.8%,64.3%,53.5%,50.0%,46.2%
4,Qiang Wang [CHN],2,2,50.0%,1,0,1,0.0%,2015,2017,1,0.50,0.0%,6.1%,65.3%,43.8%,23.5%,36.7%,31.8%,25.0%,20.0%
