Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Naiman QF,L vs You,0.84,0.53,39.1,2.4,-,31.6%,-,50.0%,38.7%,36.7%
2019 W60 Fukuoka R32,L vs Kung,0.89,0.59,38.4,2.6,0.0%,40.0%,0.0%,48.0%,33.3%,41.7%
2019 W80 Gifu R32,L vs Han,0.87,0.64,45.9,2.7,0.0%,66.7%,0.0%,36.0%,32.3%,39.3%
2019 Anning R32,L vs Zhang,0.91,0.75,47.2,3.7,0.0%,50.0%,0.0%,48.6%,41.5%,42.1%
2019 Bogota R32,L vs Vickery,1.02,0.70,48.3,2.8,0.0%,28.0%,0.0%,34.8%,40.0%,55.2%
2019 W60 Shenzhen SF,L vs Liu,1.01,0.47,34.5,2.0,0.0%,28.0%,0.0%,52.2%,27.3%,28.6%
2019 W60 Shenzhen QF,W vs Sekulic,1.11,1.21,58.5,9.3,1.7%,54.2%,0.0%,50.0%,61.4%,42.9%
2019 W60 Shenzhen R16,W vs Raina,0.96,1.46,49.7,3.6,-,53.1%,-,80.0%,52.6%,50.0%
2019 W25 Osaka R16,L vs Liu,0.97,0.58,42.3,2.2,0.0%,56.5%,0.0%,23.8%,33.3%,37.5%
2019 W25 Osaka R32,W vs Inoue,1.20,1.50,51.3,2.1,0.0%,48.4%,0.0%,62.1%,50.0%,64.0%
2019 W25 Jodhpur R16,W vs Hourigan,1.07,1.17,78.2,7.1,0.0%,67.9%,0.0%,62.7%,37.0%,39.0%
2019 W25 Hong Kong R16,L vs Ma,0.90,0.94,88.9,3.3,2.9%,52.9%,0.0%,53.7%,47.3%,51.0%
2019 W25 Hong Kong R32,W vs Shapatava,1.03,1.39,52.3,2.3,-,63.0%,-,44.4%,69.0%,55.6%
2018 Mumbai R32,L vs Khromacheva,0.90,0.69,43.1,2.0,0.0%,46.2%,0.0%,60.9%,37.1%,35.3%
2018 Nanchang R32,L vs Liu,0.91,0.77,55.6,4.0,2.6%,59.0%,2.8%,44.4%,41.0%,40.0%
2017 Mumbai R32,L vs Stollar,0.91,0.78,58.6,2.5,2.9%,52.9%,0.0%,41.9%,48.6%,40.6%
2017 Liuzhou $60K QF,L vs Hibino,0.94,0.71,49.6,2.5,0.0%,37.0%,0.0%,24.0%,51.9%,53.8%
2017 Dalian R32,L vs Liu,0.99,0.36,35.5,2.1,0.0%,34.8%,0.0%,42.9%,20.0%,25.0%
2017 Tsukuba $25K R32,L vs Zhang,0.94,0.69,51.0,2.0,0.0%,48.0%,0.0%,39.1%,42.1%,40.5%
2017 Landisville PA $25K SF,L vs Schmiedlova,1.08,0.56,45.2,2.0,0.0%,46.4%,4.0%,44.0%,36.0%,20.8%
2019 (13 matches),,0.99,0.91,56.5,2.9,0.7%,51.4%,0.0%,51.6%,44.3%,45.2%
2018 (2 matches),,0.90,0.73,50.0,2.7,1.5%,53.8%,1.7%,50.8%,39.2%,37.7%
2017 (31 matches),,1.03,0.93,58.3,2.7,0.5%,50.7%,0.9%,50.0%,47.3%,42.7%
2016 (24 matches),,0.98,0.93,60.2,2.9,0.9%,52.2%,0.9%,50.6%,45.0%,47.1%
2015 (15 matches),,1.02,1.06,65.3,3.2,0.9%,55.6%,1.3%,52.5%,47.9%,47.4%
Career (126 matches),,1.02,1.00,57.8,2.8,0.8%,53.1%,0.9%,51.8%,46.7%,46.3%
