Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,1,0,1,0.0%,0-2,0.0%,10-14,41.7%,0-0,-,1,75.0%,8.3%,1.5%,0.0%,59.7%,70.0%,59.3%,65.7%,34.2%,48.6%,1.00,R32 (W75 Kyoto)
2025,32,12,20,37.5%,26-41,38.8%,288-332,46.5%,2-4,33.3%,29,50.7%,41.2%,1.1%,6.8%,60.5%,57.1%,40.6%,50.6%,46.5%,48.6%,0.94,SF (2x)
2024,52,25,27,48.1%,57-59,49.1%,500-510,49.5%,4-4,50.0%,0,,,,,,,,,,,,SF (2x)
2023,41,21,20,51.2%,43-44,49.4%,362-375,49.1%,3-2,60.0%,0,,,,,,,,,,,,F (3x)
2022,35,12,23,34.3%,31-48,39.2%,300-397,43.0%,2-1,66.7%,0,,,,,,,,,,,,QF (4x)
2021,32,11,21,34.4%,25-47,34.7%,286-354,44.7%,2-4,33.3%,0,,,,,,,,,,,,QF (W15 Ramat Hasharon)
2020,5,0,5,0.0%,0-10,0.0%,22-62,26.2%,0-1,0.0%,0,,,,,,,,,,,,R32 (5x)
2019,41,19,22,46.3%,45-52,46.4%,425-458,48.1%,5-5,50.0%,1,54.5%,30.0%,0.0%,2.6%,64.9%,52.0%,44.4%,49.4%,41.8%,45.5%,0.82,SF (2x)
2018,42,21,21,50.0%,50-47,51.5%,457-419,52.2%,3-5,37.5%,1,62.5%,0.0%,0.0%,0.0%,71.4%,51.4%,57.1%,53.1%,36.2%,43.2%,0.77,W (Singapore $25K)
2017,48,22,26,45.8%,52-57,47.7%,464-520,47.2%,9-5,64.3%,2,33.3%,17.6%,0.9%,7.3%,64.2%,52.9%,28.2%,44.0%,36.9%,40.6%,0.66,F (Hong Kong 15K)
2016,36,15,21,41.7%,31-50,38.3%,360-398,47.5%,1-10,9.1%,3,37.5%,16.0%,0.6%,8.9%,57.3%,51.1%,32.8%,43.3%,37.0%,39.9%,0.65,W (Gifu $75K)
2015,55,34,21,61.8%,78-53,59.5%,654-575,53.2%,5-6,45.5%,0,,,,,,,,,,,,W (2x)
2014,58,36,22,62.1%,78-51,60.5%,618-534,53.6%,8-3,72.7%,0,,,,,,,,,,,,F (2x)
2013,51,36,15,70.6%,79-38,67.5%,609-458,57.1%,9-3,75.0%,0,,,,,,,,,,,,W (2x)
2012,24,17,7,70.8%,38-21,64.4%,299-252,54.3%,6-0,100.0%,0,,,,,,,,,,,,W (Kofu 10K)
2011,2,1,1,50.0%,2-2,50.0%,13-16,44.8%,0-0,-,0,,,,,,,,,,,,R16 (Tokyo 10K)
2010,9,6,3,66.7%,13-7,65.0%,107-78,57.8%,0-2,0.0%,0,,,,,,,,,,,,SF (2x)
2009,3,2,1,66.7%,5-3,62.5%,41-39,51.2%,1-1,50.0%,0,,,,,,,,,,,,QF (Hyogo 10K)
Career,567,290,277,51.1%,653-632,50.8%,5815-5791,50.1%,60-56,51.7%,37,50.3%,35.9%,1.0%,6.5%,60.8%,56.6%,40.5%,50.2%,44.5%,47.4%,0.90,
