Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
24-Sep-2025,Beijing,Hard,F,4,27,(3) Anisimova d. (26) Linda Noskova [CZE],6-0 2-6 6-2,1.11,6.8%,3.4%,69.5%,68.3%,38.9%,3/5,1:46
25-Aug-2025,US Open,Hard,F,9,1,(1) Aryna Sabalenka [BLR] d. (8) Anisimova,6-3 7-6(3),0.76,6.1%,10.6%,57.6%,57.9%,35.7%,1/6,1:34
30-Jun-2025,Wimbledon,Grass,F,12,4,(8) Iga Swiatek [POL] d. (13) Anisimova,6-0 6-0,0.43,0.0%,11.9%,45.2%,26.3%,34.8%,3/9,0:57
09-Jun-2025,Queen's Club,Grass,F,15,86,(Q) Tatjana Maria [GER] d. (8) Anisimova,6-3 6-4,0.88,8.2%,2.0%,69.4%,61.8%,40.0%,2/6,1:23
09-Feb-2025,Doha,Hard,F,41,37,Anisimova d. Jelena Ostapenko [LAT],6-4 6-3,1.28,0.0%,3.5%,70.2%,72.5%,35.3%,2/4,1:21
05-Aug-2024,Toronto,Hard,F,132,6,(3) Jessica Pegula [USA] d. Anisimova,6-3 2-6 6-1,0.62,2.5%,11.3%,62.5%,56.0%,46.7%,6/10,1:27
03-Jan-2022,Melbourne 2,Hard,F,78,107,Anisimova d. (Q) Aliaksandra Sasnovich [BLR],7-5 1-6 6-4,1.00,4.5%,3.4%,67.0%,61.0%,51.7%,6/11,2:08
08-Apr-2019,Bogota,Clay,F,76,138,(6) Anisimova d. Astra Sharma [AUS],4-6 6-4 6-1,1.20,2.2%,6.6%,68.1%,61.3%,37.9%,7/13,1:43
10-Sep-2018,Hiroshima,Hard,F,134,40,(2) Su Wei Hsieh [TPE] d. (Q) Anisimova,6-2 6-2,0.61,0.0%,11.9%,61.9%,61.5%,18.8%,1/6,0:58
17-Apr-2017,Dothan AL $60K,Clay,F,309,182,(8) Kristie Ahn [USA] d. (JE) Anisimova,1-6 6-2 6-2,,,,,,,,
