Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,173,105,68,60.7%,231-146,61.3%,1894-1608,54.1%,19-18,51.4%,166,70.3%,36.9%,3.8%,5.3%,64.5%,64.6%,47.9%,58.7%,44.3%,51.5%,1.07
Clay,64,39,25,60.9%,91-58,61.1%,751-626,54.5%,9-6,60.0%,64,65.2%,43.9%,3.1%,5.5%,64.5%,61.6%,46.5%,56.2%,46.9%,51.6%,1.07
Grass,33,23,10,69.7%,48-30,61.5%,377-321,54.0%,3-1,75.0%,33,72.0%,35.7%,3.6%,5.4%,65.4%,65.4%,48.8%,59.6%,44.4%,51.9%,1.10
Grand Slams,72,48,24,66.7%,102-59,63.4%,823-687,54.5%,11-7,61.1%,72,71.4%,37.8%,4.0%,5.1%,64.8%,65.4%,47.5%,59.1%,44.6%,51.8%,1.09
Premiers,85,48,37,56.5%,111-78,58.7%,946-813,53.8%,8-9,47.1%,83,66.7%,40.3%,3.6%,5.7%,64.9%,62.9%,47.1%,57.3%,45.6%,51.5%,1.07
Internationals,36,26,10,72.2%,53-26,67.1%,384-318,54.7%,5-0,100.0%,33,69.5%,37.9%,3.0%,5.6%,65.8%,63.8%,48.1%,58.4%,44.9%,51.7%,1.08
Finals,9,4,5,44.4%,9-13,40.9%,86-104,45.3%,0-1,0.0%,9,57.1%,31.5%,3.5%,7.0%,64.3%,60.4%,39.0%,52.8%,41.5%,47.1%,0.88
Semi-finals,15,9,6,60.0%,22-15,59.5%,183-161,53.2%,4-1,80.0%,14,67.5%,33.7%,4.0%,5.0%,64.5%,62.9%,47.9%,57.6%,44.2%,50.7%,1.04
Quarter-finals,28,14,14,50.0%,32-32,50.0%,295-302,49.4%,3-3,50.0%,26,61.1%,37.0%,2.1%,5.6%,63.6%,58.7%,46.1%,54.1%,44.3%,49.4%,0.97
vs Righties,252,159,93,63.1%,348-214,61.9%,2823-2367,54.4%,29-24,54.7%,245,69.4%,38.7%,3.6%,5.3%,64.7%,63.9%,47.8%,58.2%,45.0%,51.6%,1.08
vs Lefties,18,8,10,44.4%,22-20,52.4%,199-188,51.4%,2-1,66.7%,18,66.8%,35.1%,3.4%,5.7%,63.1%,64.5%,44.8%,57.2%,43.8%,50.6%,1.02
vs Top 10,51,19,32,37.3%,51-71,41.8%,528-608,46.5%,5-9,35.7%,50,64.5%,28.0%,2.7%,5.0%,64.0%,61.2%,45.4%,55.5%,40.5%,48.2%,0.91
