Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Miami R16,L vs Bencic,0.0%,-,7.5%,50.0%,13.2%,25.0%,100.0%,9.4%,14.3%,1.6%,0.0%,109,80
2026 Miami R32,W vs Starodubtseva,0.0%,-,2.7%,100.0%,25.6%,28.6%,0.0%,21.6%,42.9%,0.9%,0.0%,281,207
2026 Indian Wells R16,L vs Mboko,0.0%,-,7.8%,88.9%,6.1%,14.3%,0.0%,8.7%,36.4%,1.4%,0.0%,165,119
2026 Indian Wells R32,W vs Raducanu,0.0%,-,4.1%,100.0%,25.9%,30.8%,0.0%,40.0%,70.0%,2.9%,100.0%,206,270
2026 Dubai QF,W vs Andreeva,0.0%,-,15.6%,61.1%,9.2%,18.4%,0.0%,11.7%,26.7%,1.0%,0.0%,100,84
2026 Australian Open QF,L vs Pegula,0.0%,-,6.8%,66.7%,17.4%,15.4%,0.0%,12.9%,23.8%,0.0%,-,60,65
2026 Brisbane R16,L vs Kostyuk,0.0%,-,8.6%,81.8%,16.9%,15.8%,0.0%,31.0%,50.0%,0.0%,-,125,112
2025 Riyadh Finals SF,L vs Sabalenka,0.0%,-,5.7%,58.3%,23.8%,31.0%,0.0%,14.9%,40.0%,1.7%,25.0%,205,134
2025 Riyadh Finals RR,W vs Swiatek,0.0%,-,4.3%,77.8%,21.1%,43.8%,0.0%,19.7%,33.3%,0.4%,0.0%,131,96
2025 Riyadh Finals RR,W vs Keys,2.5%,100.0%,2.6%,75.0%,16.1%,27.3%,0.0%,13.2%,16.7%,0.7%,100.0%,277,227
2025 Riyadh Finals RR,L vs Rybakina,0.0%,-,1.1%,100.0%,14.7%,25.0%,0.0%,25.0%,66.7%,0.0%,-,232,153
2025 Beijing F,W vs Noskova,0.0%,-,6.5%,90.0%,26.8%,37.0%,50.0%,19.4%,30.4%,0.5%,100.0%,188,159
2025 Beijing SF,W vs Gauff,0.0%,-,7.9%,71.4%,22.9%,37.5%,0.0%,17.9%,25.0%,0.0%,-,255,255
2025 Beijing QF,W vs Paolini,0.9%,0.0%,11.6%,51.9%,18.4%,24.1%,0.0%,21.9%,37.8%,0.0%,-,153,126
2025 Beijing R16,W vs Muchova,6.7%,60.0%,12.9%,60.0%,21.4%,31.4%,100.0%,24.2%,50.0%,1.4%,0.0%,154,103
2025 Beijing R32,W vs Zhang,0.0%,-,3.9%,60.0%,31.1%,58.3%,0.0%,26.2%,20.0%,0.7%,100.0%,240,258
2025 Beijing R64,W vs Boulter,0.0%,-,3.5%,25.0%,19.0%,28.6%,0.0%,22.6%,36.4%,0.9%,0.0%,266,232
2025 US Open F,L vs Sabalenka,0.0%,-,2.2%,66.7%,23.3%,52.4%,0.0%,14.6%,33.3%,0.6%,0.0%,156,181
2025 US Open SF,W vs Osaka,0.9%,100.0%,3.0%,71.4%,19.8%,44.8%,0.0%,20.7%,60.9%,1.0%,33.3%,174,159
2025 US Open QF,W vs Swiatek,0.0%,-,3.3%,75.0%,17.2%,27.8%,0.0%,25.0%,38.5%,0.0%,-,165,135
Last 52 Weeks (43 matches),,0.3%,60.0%,6.4%,65.3%,20.0%,28.8%,23.8%,19.1%,33.8%,0.8%,24.6%,168,150
Career (111 matches),,0.2%,57.1%,6.0%,65.8%,19.3%,28.8%,23.2%,17.4%,32.5%,1.2%,28.0%,139,115
