Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Miami R16,L vs Bencic,20.4%,31.5%,40.0%,23.7%,36.8%,37.9%,25.0%,44.4%,33.3%,15.4%,23.1%,45.5%,16.7%,57.1%,50.0%,25
2026 Miami R32,W vs Starodubtseva,33.3%,47.4%,47.2%,40.6%,62.5%,63.2%,36.8%,53.8%,-,26.1%,30.4%,29.4%,42.9%,37.5%,0.0%,-7
2026 Indian Wells R16,L vs Mboko,26.1%,33.3%,32.7%,33.3%,41.2%,35.3%,50.0%,48.1%,50.0%,6.3%,12.5%,26.7%,25.0%,75.0%,-,-55
2026 Indian Wells R32,W vs Raducanu,25.7%,42.9%,79.2%,33.3%,52.4%,78.6%,22.2%,58.3%,-,16.7%,33.3%,80.0%,20.0%,28.6%,-,46
2026 Dubai QF,W vs Andreeva,15.9%,26.5%,44.8%,15.1%,26.0%,41.9%,37.5%,36.6%,40.0%,21.9%,34.4%,52.0%,31.3%,25.0%,0.0%,83
2026 Australian Open QF,L vs Pegula,21.1%,32.4%,42.9%,20.9%,34.9%,47.1%,17.4%,40.0%,25.0%,28.6%,38.1%,33.3%,28.6%,14.3%,0.0%,128
2026 Brisbane R16,L vs Kostyuk,27.9%,41.2%,38.6%,34.9%,53.5%,46.4%,41.7%,47.4%,33.3%,20.0%,25.0%,25.0%,22.2%,45.5%,100.0%,65
2025 Riyadh Finals SF,L vs Sabalenka,24.1%,39.8%,44.2%,27.9%,48.5%,49.0%,33.3%,55.3%,71.4%,20.0%,28.6%,35.7%,23.5%,66.7%,100.0%,47
2025 Riyadh Finals RR,W vs Swiatek,28.3%,43.4%,55.1%,26.6%,50.0%,61.7%,44.0%,56.4%,50.0%,33.3%,33.3%,40.9%,33.3%,66.7%,0.0%,-35
2025 Riyadh Finals RR,W vs Keys,37.8%,48.8%,41.7%,43.8%,58.3%,48.1%,36.4%,46.2%,33.3%,32.3%,38.7%,33.3%,18.8%,33.3%,0.0%,3
2025 Riyadh Finals RR,L vs Rybakina,31.9%,44.7%,31.0%,35.3%,50.0%,31.8%,37.5%,50.0%,-,30.0%,40.0%,28.6%,33.3%,100.0%,100.0%,147
2025 Beijing F,W vs Noskova,28.2%,41.0%,49.1%,30.8%,42.3%,52.8%,16.7%,53.6%,80.0%,26.1%,43.5%,41.2%,40.0%,69.2%,100.0%,35
2025 Beijing SF,W vs Gauff,37.0%,52.2%,55.6%,48.4%,64.5%,68.8%,50.0%,26.7%,0.0%,15.4%,30.8%,36.4%,0.0%,44.4%,-,35
2025 Beijing QF,W vs Paolini,16.0%,34.5%,54.2%,21.8%,38.5%,54.1%,36.6%,51.4%,75.0%,5.4%,29.7%,54.3%,27.3%,30.8%,33.3%,-62
2025 Beijing R16,W vs Muchova,15.8%,35.5%,54.8%,18.5%,42.6%,63.6%,20.0%,62.1%,66.7%,10.0%,20.0%,33.3%,22.2%,27.3%,0.0%,-14
2025 Beijing R32,W vs Zhang,31.7%,48.3%,59.5%,39.4%,60.6%,70.0%,25.0%,47.6%,100.0%,26.1%,39.1%,47.1%,25.0%,33.3%,-,75
2025 Beijing R64,W vs Boulter,30.0%,38.3%,50.0%,29.4%,41.2%,50.0%,31.3%,33.3%,0.0%,33.3%,37.5%,50.0%,30.0%,50.0%,0.0%,-11
2025 US Open F,L vs Sabalenka,27.3%,37.9%,34.1%,31.6%,44.7%,38.5%,52.6%,42.1%,50.0%,28.6%,38.1%,26.7%,37.5%,15.4%,0.0%,128
2025 US Open SF,W vs Osaka,22.5%,35.8%,50.6%,25.7%,43.2%,56.4%,26.7%,47.7%,40.0%,20.0%,27.5%,40.6%,40.0%,25.0%,33.3%,53
2025 US Open QF,W vs Swiatek,29.5%,44.3%,48.8%,29.4%,50.0%,58.3%,46.7%,47.4%,-,32.0%,40.0%,35.3%,41.7%,30.8%,0.0%,-14
Last 52 Weeks (43 matches),,26.5%,39.8%,47.9%,30.2%,45.7%,50.9%,34.9%,52.1%,54.8%,23.9%,34.9%,42.4%,26.3%,43.1%,48.8%,73
Career (111 matches),,23.6%,36.1%,47.4%,26.6%,41.4%,50.1%,41.3%,51.7%,52.2%,21.3%,31.5%,42.2%,33.4%,44.2%,43.1%,73
