Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,41,29,12,70.7%,61-34,64.2%,492-383,56.2%,7-6,53.8%,41,73.6%,37.9%,5.4%,5.2%,63.9%,66.9%,47.9%,60.0%,44.9%,52.4%,1.12
Clay,10,6,4,60.0%,12-6,66.7%,101-80,55.8%,2-1,66.7%,10,67.4%,43.2%,4.5%,6.6%,63.4%,63.0%,46.5%,57.0%,46.6%,52.0%,1.08
Grass,15,12,3,80.0%,24-12,66.7%,180-143,55.7%,1-0,100.0%,15,72.8%,38.1%,5.2%,7.3%,61.0%,66.9%,50.2%,60.4%,45.5%,52.7%,1.15
Grand Slams,23,19,4,82.6%,37-13,74.0%,276-196,58.5%,5-3,62.5%,23,77.5%,39.7%,5.9%,6.6%,62.9%,68.9%,49.6%,61.7%,45.4%,53.4%,1.18
Premiers,14,10,4,71.4%,20-9,69.0%,150-116,56.4%,1-0,100.0%,14,70.3%,40.3%,5.6%,6.3%,63.3%,66.4%,49.0%,60.0%,45.9%,52.8%,1.15
Finals,4,1,3,25.0%,2-7,22.2%,30-45,40.0%,0-1,0.0%,4,48.5%,25.7%,5.6%,6.9%,61.1%,57.6%,36.9%,49.5%,39.1%,44.1%,0.78
Semi-finals,7,4,3,57.1%,10-7,58.8%,88-73,54.7%,1-1,50.0%,7,69.4%,37.0%,4.9%,5.9%,62.8%,63.1%,47.7%,57.4%,45.9%,51.8%,1.08
Quarter-finals,8,6,2,75.0%,12-6,66.7%,95-87,52.2%,3-2,60.0%,8,65.2%,38.6%,3.7%,6.1%,60.6%,60.5%,48.4%,55.7%,45.1%,50.4%,1.02
vs Righties,64,45,19,70.3%,93-52,64.1%,748-593,55.8%,9-7,56.3%,64,72.3%,38.4%,5.0%,5.9%,63.0%,66.2%,48.1%,59.5%,45.2%,52.3%,1.11
vs Lefties,2,2,0,100.0%,4-0,100.0%,25-13,65.8%,1-0,100.0%,2,83.3%,47.4%,14.0%,4.4%,67.5%,71.4%,56.8%,66.7%,48.5%,56.9%,1.46
vs Top 10,18,10,8,55.6%,22-23,48.9%,210-215,49.4%,2-4,33.3%,18,68.2%,30.8%,3.5%,5.7%,63.0%,61.6%,47.9%,56.6%,42.1%,49.4%,0.97
