Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,21,14,7,66.7%,4,3,1,75.0%,2019,2026,QF,21,1.07,4.7%,6.3%,63.7%,66.3%,46.5%,59.1%,43.6%,57.7%,42.5%
Roland Garros,7,Clay,21,14,7,66.7%,6,4,2,66.7%,2017,2025,SF,21,1.11,3.2%,4.0%,65.9%,63.2%,46.8%,57.6%,47.1%,61.2%,48.6%
Wimbledon,5,Grass,18,13,5,72.2%,3,1,2,33.3%,2019,2025,F,18,1.12,4.0%,5.1%,65.6%,66.1%,49.7%,60.5%,44.3%,63.5%,41.0%
US Open,8,Hard,18,10,8,55.6%,7,3,4,42.9%,2016,2025,F,15,1.07,4.9%,4.8%,64.4%,67.3%,46.9%,60.0%,42.7%,53.4%,40.1%
Miami,8,Hard,15,7,8,46.7%,4,2,2,50.0%,2018,2026,R16,14,1.00,2.0%,6.5%,62.7%,62.1%,47.9%,56.8%,43.2%,59.8%,51.0%
Indian Wells,7,Hard,16,9,7,56.3%,4,1,3,25.0%,2018,2026,R16,16,1.21,3.5%,4.5%,64.1%,68.3%,47.4%,60.8%,47.3%,47.4%,47.3%
Dubai,6,Hard,10,4,6,40.0%,4,1,3,25.0%,2020,2026,SF,10,1.04,2.7%,6.5%,62.9%,63.0%,43.8%,55.9%,45.9%,56.3%,50.0%
Doha,4,Hard,12,9,3,75.0%,2,1,1,50.0%,2020,2026,W,11,1.16,3.6%,3.6%,67.8%,65.4%,52.7%,61.3%,44.7%,70.0%,40.9%
Beijing,4,Hard,11,8,3,72.7%,5,3,2,60.0%,2018,2025,W,11,1.06,3.0%,4.1%,66.9%,63.0%,48.9%,58.4%,44.0%,59.8%,47.3%
Cincinnati,4,Hard,8,4,4,50.0%,0,0,0,-,2022,2025,R16,7,0.98,3.1%,4.7%,63.2%,64.2%,48.2%,58.3%,41.0%,59.2%,50.0%
