Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 US Open R128,L vs Kalinskaya,13% (1/8),100% (1/1),0/5,75% (6/8),17% (1/6),0/1,0/0,0/0,0/0,0/0
2024 Wimbledon R128,L vs Osorio,25% (2/8),50% (1/2),0/4,63% (5/8),0% (0/5),1/1,0/0,2/3,0/0,0/1
2023 US Open R64,L vs Juvan,20% (3/15),67% (2/3),2/4,38% (6/16),17% (1/6),1/2,0/0,3/4,0/0,0/1
2023 US Open R128,W vs Kovinic,88% (7/8),100% (7/7),2/3,50% (4/8),25% (1/4),4/7,2/2,0/0,1/1,0/0
2023 Wimbledon R128,L vs Pegula,20% (3/15),67% (2/3),0/5,36% (5/14),0% (0/5),0/2,0/1,1/1,0/0,0/0
2023 Roland Garros R128,W vs Zhu,78% (7/9),100% (7/7),3/4,44% (4/9),0% (0/4),2/6,1/2,0/0,1/1,0/0
2023 Strasbourg R32,W vs Iliev,67% (6/9),100% (6/6),0/2,44% (4/9),50% (2/4),3/4,0/0,1/1,0/0,0/0
2023 Dubai R32,L vs Sabalenka,14% (1/7),0% (0/1),0/4,83% (5/6),0% (0/5),0/0,0/0,0/1,0/0,0/0
2023 Hobart F,W vs Cocciaretto,40% (4/10),75% (3/4),1/1,40% (4/10),75% (3/4),2/2,0/1,2/2,0/1,0/0
2023 Hobart SF,W vs Blinkova,67% (6/9),67% (4/6),0/1,22% (2/9),50% (1/2),3/3,1/1,0/0,1/1,0/0
2022 US Open R32,L vs Swiatek,30% (3/10),33% (1/3),0/3,78% (7/9),57% (4/7),1/1,0/0,1/1,0/0,0/0
2022 Wimbledon R64,L vs Anisimova,29% (4/14),100% (4/4),2/4,38% (5/13),20% (1/5),3/4,1/1,2/2,0/0,1/1
2022 Wimbledon R128,W vs Brengle,60% (6/10),100% (6/6),2/3,40% (4/10),25% (1/4),3/4,0/0,0/0,0/0,0/0
2021 US Open R64,L vs Andreescu,60% (6/10),67% (4/6),1/4,60% (6/10),0% (0/6),1/4,0/0,0/2,0/0,0/1
2021 US Open R128,W vs Tomova,58% (7/12),57% (4/7),1/3,23% (3/13),0% (0/3),3/3,1/1,1/1,1/1,0/0
2021 Wimbledon R64,L vs Keys,22% (2/9),50% (1/2),0/4,63% (5/8),20% (1/5),0/1,0/0,0/0,0/0,0/0
2021 Wimbledon R128,W vs Burrage,71% (5/7),100% (5/5),1/1,13% (1/8),0% (0/1),4/4,1/1,0/0,1/1,0/0
2021 Roland Garros R128,L vs Badosa,40% (4/10),50% (2/4),1/3,40% (4/10),0% (0/4),1/2,0/1,1/2,0/0,1/1
2021 Australian Open R128,L vs Bencic,69% (9/13),56% (5/9),1/7,85% (11/13),27% (3/11),0/4,0/0,0/1,0/0,0/1
2020 Roland Garros R128,L vs Siniakova,50% (5/10),80% (4/5),3/5,60% (6/10),0% (0/6),3/4,0/0,0/1,0/0,0/1
2024 (2 matches),,18.8%,66.7%,0.0%,68.8%,9.1%,50.0%,-,66.7%,-,0.0%
2023 (8 matches),,45.1%,83.8%,33.3%,42.0%,23.5%,57.7%,57.1%,77.8%,75.0%,0.0%
2022 (3 matches),,38.2%,84.6%,40.0%,50.0%,37.5%,77.8%,100.0%,100.0%,-,100.0%
2021 (6 matches),,54.1%,63.6%,22.7%,48.4%,13.3%,50.0%,66.7%,33.3%,100.0%,33.3%
2020 (6 matches),,51.7%,77.4%,34.8%,55.2%,18.8%,61.9%,42.9%,0.0%,50.0%,0.0%
Career (262 matches),,47.3%,80.3%,34.7%,51.0%,21.0%,62.2%,64.2%,54.3%,64.4%,53.3%
