Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,210,97,113,46.2%,217-261,45.4%,2069-2300,47.4%,27-14,65.9%,198,59.8%,36.6%,1.9%,5.2%,60.0%,60.8%,44.8%,54.4%,43.4%,48.9%,0.95
Clay,68,25,43,36.8%,62-94,39.7%,664-767,46.4%,4-12,25.0%,65,56.5%,38.1%,1.7%,4.8%,62.4%,58.7%,42.9%,52.8%,44.4%,48.5%,0.94
Grass,49,21,28,42.9%,47-64,42.3%,475-550,46.3%,9-4,69.2%,48,61.1%,30.6%,2.5%,4.9%,62.7%,62.6%,44.6%,55.9%,41.3%,48.6%,0.94
Grand Slams,68,26,42,38.2%,65-93,41.1%,681-780,46.6%,10-6,62.5%,65,60.0%,35.3%,2.2%,4.8%,60.3%,61.3%,44.4%,54.6%,41.9%,48.3%,0.92
Premiers,81,33,48,40.7%,77-107,41.8%,755-899,45.6%,7-4,63.6%,79,55.2%,37.7%,2.2%,5.5%,61.1%,59.3%,42.7%,52.9%,43.4%,48.1%,0.92
Internationals,132,68,64,51.5%,144-156,48.0%,1361-1420,48.9%,16-16,50.0%,124,63.5%,36.2%,2.0%,4.4%,61.2%,62.2%,45.8%,55.8%,44.2%,50.0%,1.00
Finals,4,2,2,50.0%,4-4,50.0%,38-36,51.4%,1-0,100.0%,4,63.9%,37.8%,2.9%,2.5%,54.5%,65.4%,45.0%,56.1%,46.3%,51.1%,1.06
Semi-finals,8,4,4,50.0%,7-10,41.2%,74-82,47.4%,0-1,0.0%,8,66.2%,37.8%,1.9%,4.8%,59.4%,61.3%,46.1%,55.1%,44.6%,49.8%,0.99
Quarter-finals,25,8,17,32.0%,17-38,30.9%,221-293,43.0%,3-5,37.5%,24,58.1%,31.4%,1.9%,4.9%,61.7%,60.9%,42.3%,53.8%,41.8%,47.8%,0.90
vs Righties,286,122,164,42.7%,283-372,43.2%,2807-3203,46.7%,37-28,56.9%,273,58.9%,35.3%,2.0%,5.0%,60.9%,60.5%,44.2%,54.2%,43.0%,48.6%,0.94
vs Lefties,37,17,20,45.9%,35-46,43.2%,349-384,47.6%,3-2,60.0%,34,59.7%,39.4%,1.8%,5.6%,61.9%,61.0%,45.4%,55.1%,44.6%,49.8%,0.99
vs Top 10,21,5,16,23.8%,14-34,29.2%,179-261,40.7%,4-2,66.7%,21,58.6%,28.0%,1.3%,4.0%,61.5%,58.7%,39.7%,51.4%,39.6%,45.5%,0.81
