Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,9,4,5,44.4%,8-10,44.4%,86-79,52.1%,0-4,0.0%,9,61.9%,42.7%,0.5%,4.6%,68.1%,58.6%,43.6%,53.8%,44.9%,49.6%,0.97,QF (W100 Charlottesville VA)
2024,20,12,8,60.0%,27-19,58.7%,228-190,54.5%,5-4,55.6%,10,58.0%,42.4%,1.1%,2.0%,66.5%,55.3%,50.2%,53.6%,47.6%,50.6%,1.03,SF (3x)
2023,4,3,1,75.0%,6-3,66.7%,49-41,54.4%,1-0,100.0%,4,63.6%,44.4%,0.6%,5.0%,62.4%,58.7%,48.8%,55.0%,46.8%,50.9%,1.04,SF (Reus 125)
2022,8,5,3,62.5%,11-6,64.7%,92-73,55.8%,0-1,0.0%,8,66.3%,46.4%,3.8%,5.4%,59.0%,65.8%,46.3%,57.8%,47.3%,52.4%,1.12,SF (Bastad 125)
2021,8,5,3,62.5%,11-7,61.1%,97-82,54.2%,1-2,33.3%,7,72.4%,40.3%,4.0%,3.1%,58.5%,66.4%,50.3%,59.7%,44.7%,52.1%,1.11,SF (Charleston 125K)
2020,3,2,1,66.7%,4-2,66.7%,30-21,58.8%,0-0,-,0,,,,,,,,,,,,QF (W100 Charleston SC)
2019,23,17,6,73.9%,35-17,67.3%,276-216,56.1%,3-2,60.0%,10,55.5%,51.3%,2.1%,4.7%,64.3%,60.3%,39.6%,52.9%,50.5%,51.7%,1.07,W (W100 Bonita Springs FL)
2018,17,10,7,58.8%,21-19,52.5%,183-186,49.6%,1-0,100.0%,6,65.6%,40.6%,2.8%,5.3%,63.2%,61.8%,50.7%,57.7%,47.1%,52.2%,1.11,F (Houston)
2016,11,7,4,63.6%,15-10,60.0%,117-106,52.5%,2-0,100.0%,2,57.1%,35.0%,0.7%,6.9%,50.7%,61.6%,43.7%,52.8%,41.9%,47.8%,0.89,F (Poitiers $100K)
2014,3,2,1,66.7%,4-3,57.1%,35-31,53.0%,0-1,0.0%,0,,,,,,,,,,,,QF (Midland MI 100K)
2013,7,5,2,71.4%,12-8,60.0%,100-96,51.0%,2-0,100.0%,0,,,,,,,,,,,,W (Midland MI 100K)
2012,38,30,8,78.9%,62-31,66.7%,486-353,57.9%,4-7,36.4%,0,,,,,,,,,,,,W (2x)
2011,26,19,7,73.1%,41-20,67.2%,312-208,60.0%,1-2,33.3%,0,,,,,,,,,,,,W (2x)
2010,18,15,3,83.3%,31-7,81.6%,215-116,65.0%,5-0,100.0%,0,,,,,,,,,,,,W (2x)
2009,3,1,2,33.3%,3-4,42.9%,29-32,47.5%,0-0,-,0,,,,,,,,,,,,R16 (Atlanta GA 10K)
Career,198,137,61,69.2%,291-166,63.7%,2335-1830,56.1%,25-23,52.1%,56,62.3%,44.2%,2.0%,4.3%,63.1%,60.5%,46.4%,55.3%,47.1%,51.2%,1.05,
