Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 Indian Wells R128,L vs Lopez,62.2%,49.2%,3.1%,2/1,2.35,59.0%,47.4%,40.7%,0.0%,2.23,76.9%,87.2%,55.9%,7.7%,2.57,27.3%
2019 Australian Open R32,W vs Schwartzman,65.1%,42.7%,2.4%,3/0,2.29,17.0%,65.3%,32.7%,1.3%,2.13,41.0%,75.0%,57.6%,4.5%,2.41,0.0%
2019 Australian Open R128,W vs Edmund,73.4%,56.9%,3.8%,1/2,2.37,32.6%,74.5%,51.4%,0.0%,2.14,60.0%,79.3%,65.2%,10.3%,2.64,0.0%
2019 Doha F,L vs Bautista Agut,69.4%,44.1%,0.0%,0/0,2.08,10.3%,69.0%,40.0%,0.0%,2.06,17.6%,70.4%,52.6%,0.0%,2.10,0.0%
2019 Doha SF,W vs Cecchinato,62.2%,54.9%,2.4%,2/0,2.22,31.3%,64.7%,54.5%,3.9%,2.29,41.2%,66.7%,55.6%,0.0%,2.13,20.0%
2018 Monte Carlo R64,L vs Nishikori,75.4%,34.7%,7.7%,0/5,2.27,8.6%,72.2%,30.8%,5.6%,2.19,13.3%,88.5%,39.1%,11.5%,2.36,3.6%
2018 Australian Open QF,L vs Federer,63.5%,36.1%,5.2%,3/2,2.18,31.5%,58.3%,28.6%,3.3%,2.40,50.0%,83.9%,46.2%,9.7%,1.97,13.5%
2017 Wimbledon SF,L vs Federer,59.0%,33.9%,6.7%,7/0,1.88,40.4%,55.1%,28.9%,5.8%,1.80,45.8%,80.0%,41.7%,10.0%,1.96,34.1%
2017 Wimbledon QF,W vs Djokovic,76.6%,50.0%,4.3%,0/2,1.81,6.3%,71.8%,50.0%,0.0%,1.94,12.5%,100.0%,50.0%,25.0%,1.69,0.0%
2017 Queens Club R16,W vs Shapovalov,53.8%,37.5%,6.7%,3/4,-,25.8%,55.0%,36.4%,8.3%,-,40.0%,60.5%,39.1%,5.3%,-,0.0%
2017 Lyon F,L vs Tsonga,63.1%,31.7%,3.1%,1/1,2.35,38.5%,53.5%,13.0%,0.0%,2.44,62.1%,81.8%,55.6%,9.1%,2.24,8.7%
2017 Madrid R16,L vs Zverev,67.3%,45.7%,7.7%,2/2,2.40,4.2%,63.2%,45.8%,2.6%,2.13,7.1%,78.6%,45.5%,21.4%,2.78,0.0%
2017 Miami QF,L vs Federer,63.5%,46.3%,5.9%,1/4,2.47,4.8%,59.6%,48.4%,1.9%,2.17,0.0%,82.1%,43.5%,14.3%,2.68,8.3%
2017 Australian Open R32,L vs Federer,61.4%,27.9%,2.9%,1/1,2.19,41.9%,50.0%,10.0%,2.5%,1.98,55.0%,88.5%,43.5%,3.8%,2.39,30.4%
2017 Doha SF,L vs Murray,65.7%,50.0%,1.5%,0/1,2.01,20.4%,53.5%,39.1%,2.3%,2.02,36.7%,91.3%,61.9%,0.0%,2.00,0.0%
2016 Shenzhen F,W vs Gasquet,63.9%,51.3%,4.2%,4/1,2.37,25.4%,58.3%,51.0%,2.4%,2.40,33.3%,84.4%,51.9%,9.4%,2.34,17.2%
2016 Wimbledon SF,L vs Murray,68.2%,41.7%,2.3%,1/1,2.19,19.6%,61.4%,37.1%,0.0%,2.11,33.3%,86.2%,48.0%,6.9%,2.30,0.0%
2016 Madrid QF,L vs Murray,56.8%,32.0%,9.1%,1/3,2.27,0.0%,41.7%,20.0%,0.0%,2.22,0.0%,75.0%,40.0%,20.0%,2.32,0.0%
2016 Miami R32,W vs Johnson,58.5%,46.8%,5.7%,3/3,2.15,68.1%,56.7%,42.1%,0.0%,2.14,62.5%,85.7%,54.2%,21.4%,2.15,72.5%
2016 Marseille SF,L vs Kyrgios,46.5%,35.0%,14.0%,2/4,2.25,8.7%,32.3%,20.0%,6.5%,2.15,15.4%,83.3%,50.0%,33.3%,2.38,0.0%
Career (113 matches),,66.0%,45.4%,3.8%,50.9%,2.16,24.5%,61.0%,40.2%,2.2%,2.11,35.7%,82.5%,52.9%,7.3%,2.22,13.1%
