Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,16,Hard,66,50,16,75.8%,29,19,10,65.5%,2004,2019,SF,63,1.24,11.1%,3.4%,58.2%,78.6%,51.6%,67.3%,40.6%,62.0%,41.3%
Roland Garros,15,Clay,40,25,15,62.5%,13,4,9,30.8%,2004,2018,SF,40,1.18,8.6%,2.5%,58.4%,76.6%,52.7%,66.7%,39.3%,63.1%,44.5%
Wimbledon,15,Grass,57,42,15,73.7%,51,28,23,54.9%,2004,2019,F,57,1.20,12.0%,2.7%,60.1%,80.4%,55.3%,70.3%,35.5%,67.1%,37.6%
US Open,15,Hard,50,34,16,68.0%,29,16,13,55.2%,2003,2019,SF,47,1.16,10.2%,3.3%,56.5%,76.1%,52.6%,65.9%,39.7%,66.8%,42.7%
Olympics,3,,8,5,3,62.5%,3,2,1,66.7%,2004,2012,QF,4,1.09,12.9%,3.9%,56.0%,75.4%,53.9%,65.9%,37.1%,56.3%,45.5%
Davis Cup,13,,44,29,15,65.9%,25,17,8,68.0%,2003,2016,,2,0.82,7.7%,2.8%,58.5%,73.8%,43.7%,61.3%,31.9%,57.1%,22.2%
Indian Wells Masters,15,Hard,37,22,15,59.5%,11,3,8,27.3%,2005,2019,SF,37,1.11,8.0%,4.3%,54.7%,75.5%,49.2%,63.6%,40.4%,64.0%,41.6%
Miami Masters,14,Hard,49,35,14,71.4%,20,11,9,55.0%,2005,2018,F,47,1.17,9.6%,3.5%,55.9%,77.1%,52.6%,66.3%,39.5%,64.6%,42.3%
Madrid Masters,14,Clay,37,23,14,62.2%,19,14,5,73.7%,2004,2018,F,37,1.05,10.0%,2.3%,59.3%,74.0%,54.6%,66.1%,35.7%,61.2%,49.4%
Monte Carlo Masters,14,Clay,34,20,14,58.8%,11,7,4,63.6%,2004,2018,F,34,1.08,5.9%,3.7%,54.8%,74.1%,47.8%,62.2%,40.7%,58.1%,42.7%
Rome Masters,13,Clay,32,19,13,59.4%,8,5,3,62.5%,2005,2018,SF,32,1.04,6.1%,2.9%,61.3%,71.3%,51.1%,63.5%,38.0%,60.6%,45.5%
Cincinnati Masters,13,Hard,31,18,13,58.1%,13,7,6,53.8%,2005,2017,SF,31,1.07,11.4%,3.4%,56.4%,78.8%,52.5%,67.3%,34.8%,69.9%,41.5%
Paris Masters,12,Hard,38,27,11,71.1%,12,4,8,33.3%,2005,2016,W,38,1.10,11.4%,3.4%,58.1%,77.1%,51.0%,66.2%,37.1%,61.0%,42.9%
Dubai,12,Hard,36,24,12,66.7%,10,7,3,70.0%,2005,2019,F,36,1.16,8.7%,3.2%,54.9%,75.9%,54.3%,66.2%,39.4%,64.1%,43.4%
Rotterdam,12,Hard,33,22,11,66.7%,6,4,2,66.7%,2005,2019,W,31,1.24,12.2%,1.9%,59.2%,79.1%,55.5%,69.4%,38.0%,64.2%,44.2%
Canada Masters,12,Hard,26,14,12,53.8%,12,3,9,25.0%,2005,2016,QF,26,1.08,10.8%,4.0%,57.3%,76.7%,54.0%,67.0%,35.6%,67.2%,35.3%
