Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2019 US Open R128,L vs Brooksby,101.0,110.0,8.5,115.1,102.3,124,87,88.7,3.2,89.7,95.0,95,83
2017 US Open R64,L vs Dolgopolov,107.8,118.4,7.3,121.3,114.2,132,97,97.3,7.1,98.8,96.0,114,65
2017 US Open R128,W vs Harrison,111.4,120.5,6.2,123.5,115.6,130,102,94.0,5.0,96.1,92.4,105,82
2017 Wimbledon SF,L vs Federer,112.7,121.0,5.4,122.9,118.1,130,107,99.4,4.5,101.3,94.3,108,88
2017 Wimbledon QF,W vs Djokovic,112.4,119.9,5.1,122.2,115.3,127,111,101.1,3.6,102.0,96.0,108,96
2017 Wimbledon R16,W vs Thiem,116.0,120.1,5.6,122.7,117.2,131,105,102.9,3.7,107.0,99.0,111,98
2017 Wimbledon R32,W vs Ferrer,113.0,120.6,5.6,123.3,115.9,131,108,101.1,4.6,102.5,100.5,111,93
2017 Wimbledon R64,W vs Harrison,114.1,119.6,5.7,122.5,116.1,131,106,101.8,4.9,105.0,,114,89
2017 Wimbledon R128,W vs Chardy,114.1,121.3,6.4,123.8,118.3,131,102,103.4,3.5,105.5,98.5,110,96
2017 Roland Garros R64,L vs Khachanov,110.7,121.4,4.9,,,131,111,94.7,5.8,,,108,82
2017 Roland Garros R128,W vs Struff,110.7,120.3,9.3,,,134,75,95.4,4.1,,,106,85
2017 Australian Open R32,L vs Federer,114.3,122.2,7.0,124.4,119.2,132,95,99.4,5.0,100.0,97.5,112,91
2017 Australian Open R64,W vs Harrison,111.2,120.5,7.5,122.1,118.6,131,101,93.3,4.8,97.0,90.0,99,80
2017 Australian Open R128,W vs Vanni,106.9,119.1,7.1,125.0,111.0,128,106,94.6,4.0,101.0,94.3,101,88
2016 Wimbledon SF,L vs Murray,115.5,122.6,7.2,125.8,119.8,132,104,103.1,3.7,104.0,,111,97
2016 Wimbledon QF,W vs Pouille,113.4,119.9,5.9,122.4,117.1,134,110,102.8,4.3,108.0,109.0,109,94
2016 Wimbledon R16,W vs Vesely,109.7,115.9,6.6,119.0,114.9,128,93,99.2,3.4,98.4,99.0,108,92
2016 Wimbledon R32,W vs Zverev,116.5,122.7,7.2,125.8,119.5,135,103,104.6,3.7,119.0,106.0,119,99
2016 Wimbledon R64,W vs Becker,113.7,119.0,6.4,121.5,114.8,130,104,100.4,5.5,106.7,95.0,110,89
2016 Wimbledon R128,W vs Dodig,110.8,119.2,7.1,121.2,117.9,130,103,100.4,4.6,103.1,101.6,110,88
Career (109 matches),,110.7,120.1,7.4,122.3,116.2,137,51,97.4,5.0,100.6,96.4,122,63
