Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,620,402,218,64.8%,970-578,62.7%,8179-6819,54.5%,128-117,52.2%,595,84.5%,24.1%,10.6%,3.4%,57.2%,77.4%,52.1%,66.6%,38.2%,52.2%,1.14
Clay,248,158,90,63.7%,394-253,60.9%,3319-2829,54.0%,48-34,58.5%,228,81.0%,27.0%,7.4%,3.1%,58.7%,73.9%,51.7%,64.7%,39.4%,52.0%,1.12
Grass,99,68,31,68.7%,183-109,62.7%,1631-1400,53.8%,44-37,54.3%,98,89.1%,18.0%,12.4%,2.8%,60.6%,80.1%,55.6%,70.4%,35.2%,52.2%,1.19
Carpet,21,15,6,71.4%,39-24,61.9%,335-285,54.0%,5-4,55.6%,12,88.0%,24.4%,14.7%,2.6%,60.3%,79.6%,51.4%,68.4%,36.7%,52.5%,1.16
Grand Slams,207,146,61,70.5%,462-243,65.5%,3771-3025,55.5%,65-54,54.6%,207,85.7%,24.7%,10.6%,3.0%,58.4%,78.2%,53.1%,67.7%,38.7%,52.9%,1.20
Masters,310,192,118,61.9%,425-286,59.8%,3709-3249,53.3%,60-59,50.4%,308,82.6%,23.7%,9.1%,3.4%,57.3%,75.6%,51.4%,65.3%,37.7%,51.5%,1.09
Other Tours,408,270,138,66.2%,587-341,63.3%,4968-4084,54.9%,81-68,54.4%,397,85.0%,24.3%,10.5%,3.2%,58.6%,77.1%,53.3%,67.2%,38.2%,52.4%,1.17
Best of 5,248,174,74,70.2%,556-305,64.6%,4567-3736,55.0%,80-62,56.3%,209,85.6%,24.6%,10.6%,3.0%,58.4%,78.2%,53.0%,67.7%,38.5%,52.8%,1.19
Best of 3,740,469,271,63.4%,1030-659,61.0%,8897-7597,53.9%,145-130,52.7%,724,83.8%,23.7%,9.9%,3.3%,57.8%,76.4%,52.2%,66.2%,37.9%,51.9%,1.12
Finals,34,14,20,41.2%,40-50,44.4%,441-461,48.9%,6-7,46.2%,33,79.5%,18.1%,9.8%,2.5%,58.3%,74.2%,50.5%,64.3%,34.4%,49.4%,0.96
Semi-finals,78,32,46,41.0%,78-99,44.1%,840-889,48.6%,14-14,50.0%,77,79.5%,17.0%,9.6%,3.4%,58.8%,74.3%,48.4%,63.6%,34.5%,49.2%,0.95
Quarter-finals,142,77,65,54.2%,175-156,52.9%,1691-1602,51.4%,33-33,50.0%,138,83.6%,19.2%,9.6%,3.0%,58.8%,75.6%,52.4%,66.1%,35.4%,50.7%,1.04
vs Righties,844,549,295,65.0%,1355-832,62.0%,11515-9723,54.2%,188-165,53.3%,792,83.9%,24.2%,10.2%,3.2%,57.9%,76.8%,52.0%,66.4%,38.1%,52.1%,1.13
vs Lefties,144,94,50,65.3%,231-132,63.6%,1949-1610,54.8%,37-27,57.8%,141,86.7%,22.8%,9.4%,3.1%,58.8%,77.6%,54.9%,68.2%,37.8%,52.7%,1.19
vs Top 10,179,53,126,29.6%,161-305,34.5%,2078-2546,44.9%,38-51,42.7%,164,76.3%,13.9%,8.3%,3.2%,56.8%,73.0%,47.4%,62.0%,32.8%,47.6%,0.86
