Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 US Open R128,L vs Brooksby,24% (4/17),75% (3/4),0/3,44% (8/18),25% (2/8),2/3,1/1,0/3,0/0,0/1
2019 Wimbledon R128,L vs Fritz,20% (3/15),33% (1/3),0/2,36% (5/14),20% (1/5),1/1,0/0,2/4,0/0,2/2
2019 Indian Wells R128,L vs Lopez,25% (3/12),0% (0/3),0/0,0% (0/12),- (0/0),0/0,0/0,2/2,0/0,2/2
2019 Dubai R16,L vs Coric,23% (3/13),67% (2/3),0/2,31% (4/13),50% (2/4),2/2,1/1,0/0,0/0,0/0
2019 Dubai R32,W vs Ivashka,25% (4/16),50% (2/4),0/1,31% (5/16),60% (3/5),1/2,1/1,3/4,0/0,2/2
2019 Rotterdam R16,L vs Shapovalov,11% (1/9),100% (1/1),0/3,50% (5/10),20% (1/5),0/1,0/0,1/2,0/0,0/1
2019 Rotterdam R32,W vs Simon,55% (6/11),83% (5/6),3/4,45% (5/11),20% (1/5),3/4,1/1,0/0,1/1,0/0
2019 Montpellier SF,L vs Herbert,10% (1/10),0% (0/1),0/3,30% (3/10),0% (0/3),0/0,0/0,1/1,0/0,0/0
2019 Montpellier QF,W vs Krajinovic,17% (3/18),100% (3/3),0/2,17% (3/18),33% (1/3),2/2,0/1,2/2,0/1,1/1
2019 Montpellier R16,W vs Paire,71% (5/7),100% (5/5),0/0,29% (2/7),100% (2/2),3/3,0/0,0/0,0/0,0/0
2019 Montpellier R32,W vs Bachinger,53% (8/15),75% (6/8),2/3,40% (6/15),33% (2/6),3/5,1/1,1/2,1/1,0/0
2019 Australian Open R16,L vs Nadal,15% (2/13),0% (0/2),0/4,58% (7/12),29% (2/7),0/0,0/0,0/1,0/0,0/0
2019 Australian Open R32,W vs Schwartzman,19% (4/21),75% (3/4),0/1,23% (5/22),80% (4/5),3/3,3/3,1/1,1/1,0/0
2019 Australian Open R64,W vs Haase,42% (5/12),100% (5/5),0/0,0% (0/13),- (0/0),4/4,2/2,0/0,1/1,0/0
2019 Australian Open R128,W vs Edmund,38% (5/13),100% (5/5),0/0,7% (1/14),100% (1/1),5/5,3/3,1/1,1/1,0/0
2019 Doha F,L vs Bautista Agut,29% (4/14),25% (1/4),0/2,29% (4/14),50% (2/4),1/1,1/1,2/2,0/0,1/1
2019 Doha SF,W vs Cecchinato,40% (4/10),50% (2/4),1/1,18% (2/11),50% (1/2),2/2,1/1,2/2,1/1,0/0
2019 Doha QF,W vs Herbert,56% (5/9),60% (3/5),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2019 Doha R16,W vs Verdasco,40% (6/15),67% (4/6),1/3,19% (3/16),0% (0/3),4/4,2/2,2/2,1/1,1/1
2019 Doha R32,W vs Kohlschreiber,23% (3/13),100% (3/3),1/2,23% (3/13),33% (1/3),1/1,0/0,0/0,0/0,0/0
2019 (20 matches),,30.0%,68.4%,22.2%,26.9%,37.5%,87.0%,95.0%,69.0%,88.9%,81.8%
2018 (21 matches),,33.3%,70.0%,17.1%,28.4%,40.5%,91.1%,80.8%,71.4%,87.5%,72.7%
2017 (50 matches),,29.1%,67.0%,17.1%,25.5%,47.3%,85.7%,89.7%,90.4%,86.2%,88.2%
2016 (57 matches),,30.9%,67.4%,19.8%,26.3%,40.1%,86.7%,81.4%,80.6%,71.9%,82.4%
2015 (58 matches),,35.7%,69.4%,18.2%,24.4%,39.8%,89.0%,86.8%,83.9%,86.7%,91.7%
Career (475 matches),,34.5%,69.3%,20.4%,25.1%,42.6%,88.8%,89.2%,82.5%,89.9%,79.2%
