Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2019 Indian Wells R128,L vs Lopez,3.6,3.8,3.5,45.5%,56.5%,46.2%,54.5%,51.2%,22.0%,18.5,15.8,8.5,9.2
2019 Australian Open R32,W vs Schwartzman,3.9,4.0,3.7,58.9%,35.4%,53.3%,30.4%,55.5%,31.7%,10.0,4.6,1.5,1.2
2019 Australian Open R128,W vs Edmund,3.4,3.5,3.3,59.8%,61.5%,81.8%,42.9%,49.3%,31.7%,22.5,23.0,4.0,5.9
2019 Doha F,L vs Bautista Agut,4.4,4.5,4.3,51.7%,40.0%,60.9%,35.3%,48.5%,26.9%,11.5,8.2,-5.0,-4.4
2019 Doha SF,W vs Cecchinato,3.1,3.2,2.9,57.0%,42.3%,71.4%,66.7%,49.4%,36.7%,7.0,8.8,1.0,1.8
2018 Monte Carlo R64,L vs Nishikori,4.1,3.4,4.8,48.8%,42.3%,23.8%,22.2%,40.0%,10.6%,7.0,7.5,-10.0,-7.9
2018 Australian Open QF,L vs Federer,4.0,4.5,3.5,46.6%,52.9%,27.3%,28.6%,56.2%,21.3%,9.5,6.4,5.5,5.6
2017 Wimbledon SF,L vs Federer,3.2,3.4,2.9,48.2%,41.3%,38.5%,40.0%,52.2%,15.8%,2.0,1.7,-4.5,-4.5
2017 Wimbledon QF,W vs Djokovic,4.3,4.2,4.4,49.1%,73.7%,66.7%,58.3%,52.4%,21.0%,11.5,13.5,4.5,7.0
2017 Queens Club R16,W vs Shapovalov,2.6,2.7,2.5,52.4%,39.3%,53.8%,100.0%,60.0%,29.7%,14.5,13.9,2.0,3.9
2017 Lyon F,L vs Tsonga,3.2,3.3,3.1,52.5%,28.6%,16.7%,33.3%,49.1%,10.1%,4.5,5.4,-6.0,-7.8
2017 Madrid R16,L vs Zverev,4.0,4.4,3.5,43.9%,47.6%,46.7%,50.0%,54.2%,6.6%,8.0,9.2,-2.5,-3.5
2017 Miami QF,L vs Federer,3.3,3.5,3.1,52.5%,40.0%,55.0%,57.1%,52.7%,5.8%,15.5,13.5,2.5,2.6
2017 Australian Open R32,L vs Federer,3.0,3.0,3.0,49.0%,39.4%,16.7%,0.0%,53.2%,20.5%,-4.0,-5.7,-6.0,-10.3
2017 Doha SF,L vs Murray,4.7,4.7,4.7,41.0%,51.6%,50.0%,33.3%,51.4%,26.8%,9.5,7.7,2.0,2.2
2016 Shenzhen F,W vs Gasquet,3.4,3.1,3.6,49.3%,46.2%,63.2%,57.1%,46.3%,13.8%,13.0,10.3,8.5,6.3
2016 Wimbledon SF,L vs Murray,4.1,3.6,4.6,39.8%,47.6%,37.5%,58.3%,55.5%,23.1%,-6.0,-4.3,0.0,0.0
2016 Madrid QF,L vs Murray,4.1,4.4,3.6,37.9%,40.0%,41.7%,40.0%,51.6%,9.1%,2.0,2.4,-5.5,-7.9
2016 Miami R32,W vs Johnson,2.9,3.0,2.9,48.1%,58.0%,84.6%,83.3%,50.4%,22.8%,16.5,14.7,-2.0,-2.3
2016 Marseille SF,L vs Kyrgios,3.7,4.0,3.2,41.1%,40.0%,14.3%,30.0%,51.4%,26.5%,-1.0,-1.4,1.5,3.0
Career (113 matches),,3.9,4.0,3.9,49.6%,48.1%,46.8%,46.7%,52.5%,15.7%,7.0,5.4,-1.1,-1.1
