Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Indian Wells R64,W vs Jovic,25.9%,30.2%,51.3%,31.1%,35.1%,47.1%,61.5%,14.3%,14.3%,21.9%,28.1%,60.0%,100.0%,10.0%,0.0%,73
2025 Guadalajara R16,L vs Jovic,17.2%,20.3%,34.8%,20.0%,25.7%,28.6%,50.0%,15.8%,25.0%,18.2%,18.2%,44.4%,36.4%,18.2%,33.3%,40
2025 Bogota F,W vs Kawa,30.5%,39.0%,57.1%,28.9%,42.1%,59.3%,55.6%,30.0%,0.0%,46.7%,46.7%,50.0%,75.0%,0.0%,0.0%,241
2024 Guadalajara SF,L vs Gadecki,20.0%,26.0%,47.2%,19.4%,25.8%,44.0%,50.0%,7.7%,20.0%,26.7%,33.3%,54.5%,100.0%,0.0%,0.0%,123
2024 Bogota F,W vs Bouzkova,12.8%,21.8%,59.0%,16.7%,29.2%,62.5%,36.4%,19.2%,25.0%,8.7%,13.0%,52.4%,33.3%,7.1%,0.0%,-42
2024 Bogota R16,W vs Todoni,21.3%,28.0%,56.9%,19.1%,27.7%,60.5%,55.6%,41.4%,66.7%,35.0%,40.0%,46.2%,77.8%,36.4%,-,169
2023 Palermo R16,W vs Andreeva,10.9%,19.6%,50.6%,14.1%,25.0%,54.5%,82.1%,25.0%,33.3%,4.0%,8.0%,41.7%,100.0%,8.3%,0.0%,-77
2023 Palermo R32,W vs Ferro,17.4%,26.1%,48.7%,29.7%,43.2%,46.2%,36.8%,27.8%,33.3%,7.1%,14.3%,53.8%,100.0%,0.0%,0.0%,-61
2023 Roland Garros R64,L vs Mertens,12.5%,15.6%,41.7%,13.5%,16.2%,43.8%,66.7%,22.7%,33.3%,15.8%,21.1%,37.5%,62.5%,27.3%,0.0%,9
2023 Roland Garros R128,W vs Bogdan,13.3%,21.1%,52.7%,11.3%,21.1%,52.4%,60.6%,23.7%,40.0%,26.7%,26.7%,54.5%,88.9%,0.0%,0.0%,123
2023 Rome R32,W vs Garcia,25.6%,34.6%,53.7%,28.3%,39.6%,57.9%,40.0%,25.0%,28.6%,23.8%,28.6%,43.8%,75.0%,7.7%,0.0%,89
2023 Madrid R32,L vs Sabalenka,22.9%,30.1%,41.4%,22.6%,32.1%,41.5%,32.0%,39.3%,25.0%,29.2%,33.3%,41.2%,33.3%,22.2%,33.3%,137
2023 Lyon QF,W vs Noskova,16.4%,26.9%,51.0%,18.4%,34.2%,48.4%,94.1%,38.1%,50.0%,18.2%,22.7%,55.6%,85.7%,40.0%,-,52
2023 Australian Open R64,L vs Swiatek,8.5%,12.8%,34.1%,9.1%,15.2%,30.0%,38.5%,10.0%,0.0%,8.3%,8.3%,45.5%,66.7%,0.0%,0.0%,-36
2022 Washington R16,L vs Raducanu,15.7%,24.5%,48.1%,17.9%,29.9%,50.9%,45.2%,50.0%,50.0%,14.3%,17.9%,41.7%,69.2%,13.3%,0.0%,13
2022 Roland Garros R64,L vs Parry,8.3%,15.0%,40.4%,9.8%,17.1%,43.2%,42.1%,22.7%,16.7%,6.3%,12.5%,33.3%,33.3%,28.6%,33.3%,-58
2022 Bogota SF,L vs Pigossi,13.2%,18.4%,39.0%,14.3%,21.4%,43.8%,66.7%,60.0%,75.0%,15.4%,15.4%,18.2%,50.0%,0.0%,-,-4
2022 Bogota R16,W vs Oz,19.1%,22.3%,49.3%,20.3%,23.4%,49.0%,64.5%,36.4%,16.7%,21.7%,26.1%,50.0%,77.8%,0.0%,0.0%,73
2022 Monterrey F,L vs Fernandez,19.5%,38.1%,52.7%,20.4%,40.9%,56.8%,80.0%,29.2%,0.0%,17.4%,30.4%,36.8%,100.0%,16.7%,0.0%,-7
2022 Monterrey SF,W vs Parrizas Diaz,20.4%,24.1%,41.5%,20.5%,25.6%,45.2%,52.6%,30.0%,0.0%,23.1%,23.1%,30.0%,83.3%,42.9%,50.0%,57
Last 52 Weeks (3 matches),,24.7%,29.7%,47.8%,27.9%,34.7%,45.3%,57.5%,18.9%,11.8%,26.1%,29.0%,52.9%,71.0%,10.5%,14.3%,106
Career (34 matches),,18.9%,25.9%,47.4%,20.7%,29.4%,49.7%,52.2%,32.3%,33.1%,19.7%,24.6%,42.1%,62.7%,16.1%,15.7%,64
