Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Ann Li [USA],2,3,40.0%,2,1,1,50.0%,2021,2026,5,0.96,2.8%,6.9%,65.9%,66.1%,42.6%,58.1%,40.1%,51.2%,43.6%
5,Kamilla Rakhimova [UZB],5,0,100.0%,1,1,0,100.0%,2021,2025,5,1.23,2.4%,5.6%,64.3%,65.0%,41.4%,56.6%,53.3%,47.8%,66.0%
5,Ons Jabeur [TUN],0,5,0.0%,1,0,1,0.0%,2021,2025,5,0.80,0.3%,8.2%,63.5%,51.7%,32.5%,44.7%,44.1%,38.3%,36.6%
5,Magdalena Frech [POL],4,1,80.0%,3,3,0,100.0%,2022,2024,5,0.97,0.9%,4.9%,70.0%,57.7%,44.5%,53.8%,44.6%,45.1%,48.1%
5,Nadia Podoroska [ARG],1,4,20.0%,1,0,1,0.0%,2017,2024,3,0.73,0.5%,5.6%,62.4%,53.7%,36.5%,47.2%,38.8%,55.6%,33.3%
4,Elisabetta Cocciaretto [ITA],1,3,25.0%,1,0,1,0.0%,2022,2025,4,0.88,2.2%,12.1%,61.6%,59.3%,33.1%,49.2%,44.6%,48.8%,45.2%
4,Aliaksandra Sasnovich [BLR],1,3,25.0%,0,0,0,-,2021,2025,4,0.88,2.6%,8.6%,59.7%,53.2%,36.2%,46.4%,47.5%,50.0%,32.5%
4,Marie Bouzkova [CZE],1,3,25.0%,1,1,0,100.0%,2022,2025,4,0.84,0.8%,7.5%,65.9%,60.7%,31.0%,50.6%,41.7%,50.0%,36.0%
4,Elise Mertens [BEL],0,4,0.0%,1,0,1,0.0%,2022,2025,4,0.82,0.4%,10.5%,65.6%,56.0%,39.8%,50.4%,40.5%,51.2%,34.4%
4,Clara Burel [FRA],3,1,75.0%,0,0,0,-,2020,2024,2,0.99,0.0%,8.9%,63.4%,61.5%,40.0%,53.7%,45.8%,30.8%,53.3%
4,Panna Udvardy [HUN],3,1,75.0%,0,0,0,-,2021,2024,3,1.05,0.9%,6.2%,65.9%,62.6%,40.3%,55.0%,47.4%,57.1%,65.0%
4,Hailey Baptiste [USA],3,1,75.0%,2,2,0,100.0%,2019,2024,3,1.14,2.8%,5.1%,63.1%,67.9%,47.5%,60.4%,45.3%,50.0%,65.0%
4,Mayar Sherif [EGY],1,3,25.0%,1,0,1,0.0%,2020,2023,4,0.85,0.9%,5.5%,62.6%,59.1%,40.2%,52.1%,40.5%,44.4%,60.0%
3,Caroline Dolehide [USA],2,1,66.7%,2,1,1,50.0%,2019,2026,1,1.38,0.0%,8.2%,67.0%,72.3%,40.6%,61.9%,52.6%,66.7%,63.6%
3,Katerina Siniakova [CZE],2,1,66.7%,0,0,0,-,2024,2026,3,1.13,0.9%,7.6%,67.3%,60.0%,43.8%,54.7%,51.2%,60.0%,66.7%
