Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Indian Wells R64,W vs Jovic,0.0%,-,2.3%,100.0%,11.5%,52.2%,0.0%,10.9%,27.3%,2.0%,37.5%,-59,-23
2025 Guadalajara R16,L vs Jovic,0.0%,-,5.4%,57.1%,10.2%,16.7%,0.0%,12.7%,35.7%,3.0%,33.3%,57,69
2025 Bogota F,W vs Kawa,0.0%,-,9.2%,81.8%,16.7%,21.1%,0.0%,16.3%,37.5%,4.8%,25.0%,40,84
2024 Guadalajara SF,L vs Gadecki,0.0%,-,8.5%,77.8%,11.9%,25.0%,100.0%,9.1%,28.6%,2.3%,0.0%,-14,6
2024 Bogota F,W vs Bouzkova,0.0%,-,5.4%,75.0%,11.5%,20.0%,33.3%,16.5%,45.5%,2.9%,0.0%,-1,14
2024 Bogota R16,W vs Todoni,0.0%,-,5.8%,88.9%,19.0%,37.0%,50.0%,6.8%,33.3%,3.4%,30.0%,-23,11
2023 Palermo R16,W vs Andreeva,0.0%,-,13.9%,66.7%,13.8%,20.3%,20.0%,8.0%,20.0%,2.3%,25.0%,-62,-65
2023 Palermo R32,W vs Ferro,0.0%,-,8.1%,63.6%,18.1%,30.4%,0.0%,8.9%,100.0%,3.7%,28.6%,-13,-35
2023 Roland Garros R64,L vs Mertens,0.0%,-,7.5%,81.8%,12.1%,19.4%,0.0%,3.3%,18.8%,3.7%,23.1%,-51,-35
2023 Roland Garros R128,W vs Bogdan,0.0%,-,10.3%,83.3%,11.6%,26.8%,0.0%,7.8%,14.3%,3.9%,37.5%,6,-5
2023 Rome R32,W vs Garcia,0.0%,-,2.5%,75.0%,26.3%,46.2%,100.0%,12.1%,50.0%,3.3%,50.0%,-81,-40
2023 Madrid R32,L vs Sabalenka,0.0%,-,4.6%,85.7%,10.1%,26.3%,0.0%,7.0%,12.5%,4.2%,87.5%,-23,6
2023 Lyon QF,W vs Noskova,0.0%,-,6.9%,80.0%,20.5%,40.9%,100.0%,20.0%,53.8%,4.6%,0.0%,5,8
2023 Australian Open R64,L vs Swiatek,0.0%,-,3.9%,50.0%,12.8%,34.6%,0.0%,8.9%,25.0%,2.2%,20.0%,-71,-77
2022 Washington R16,L vs Raducanu,0.0%,-,8.6%,66.7%,9.5%,18.8%,0.0%,9.8%,32.0%,3.1%,21.4%,-66,-59
2022 Roland Garros R64,L vs Parry,0.0%,-,8.0%,77.8%,7.8%,7.1%,23.1%,3.3%,10.0%,4.6%,25.0%,-32,-44
2022 Bogota SF,L vs Pigossi,0.0%,-,4.5%,75.0%,9.0%,20.6%,14.3%,5.9%,10.0%,2.3%,30.0%,-13,-8
2022 Bogota R16,W vs Oz,0.0%,-,7.2%,91.7%,8.3%,13.0%,25.0%,9.6%,50.0%,2.2%,16.7%,-21,-1
2022 Monterrey F,L vs Fernandez,0.0%,-,4.6%,100.0%,18.1%,46.3%,10.0%,16.1%,33.3%,2.0%,12.5%,-33,-38
2022 Monterrey SF,W vs Parrizas Diaz,0.0%,-,3.8%,100.0%,12.1%,15.8%,50.0%,11.7%,36.4%,3.8%,45.5%,-16,-15
Last 52 Weeks (3 matches),,0.0%,-,4.9%,78.3%,12.4%,31.7%,0.0%,12.4%,31.8%,2.9%,31.8%,-7,26
Career (34 matches),,0.0%,-,6.1%,76.5%,12.3%,22.2%,15.5%,9.8%,31.1%,3.3%,27.2%,-21,-10
