Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
1996,673,20,,,,,,,,,,,,
1994,399,,,,,,,,,,,,,
1993,141,,130,1691,98,1687,107,1685,,,998,9,,
1992,31,,48,1857,55,1775,30,1870,,,686,19,,
1991,22,,48,1849,123,1654,20,1888,,,570,31,,
1990,127,,104,1707,116,1614,60,1736,74,1630,194,219,,
1989,9,,30,1882,34,1809,20,1876,36,1727,91,,,
1988,49,,43,1849,70,1715,26,1846,,,122,,,
1987,130,,,,,,,,,,279,,,
1986,550,,,,,,,,,,,,,
