Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,63,28,35,44.4%,69-86,44.5%,703-769,47.8%,19-12,61.3%,40,74.0%,20.1%,4.2%,3.3%,62.6%,67.3%,51.5%,61.4%,36.4%,48.9%,0.94
Clay,199,117,82,58.8%,269-206,56.6%,2294-2116,52.0%,29-25,53.7%,78,74.8%,25.9%,3.4%,2.4%,62.9%,67.0%,50.8%,61.0%,39.4%,50.2%,1.01
Grass,3,1,2,33.3%,3-5,37.5%,35-47,42.7%,1-1,50.0%,0,,,,,,,,,,,
Carpet,11,4,7,36.4%,12-18,40.0%,135-161,45.6%,6-2,75.0%,5,77.6%,13.4%,3.9%,1.1%,70.1%,66.0%,54.0%,62.4%,30.6%,47.5%,0.81
Grand Slams,26,14,12,53.8%,49-46,51.6%,434-453,48.9%,7-4,63.6%,11,71.8%,18.4%,4.4%,2.0%,62.0%,67.7%,48.7%,60.5%,37.3%,48.9%,0.94
Masters,59,34,25,57.6%,71-58,55.0%,637-592,51.8%,14-12,53.8%,32,75.7%,26.0%,3.1%,3.0%,64.0%,65.9%,52.8%,61.2%,39.0%,50.1%,1.00
Other Tours,176,94,82,53.4%,207-189,52.3%,1850-1816,50.5%,29-19,60.4%,80,74.8%,23.5%,3.8%,2.6%,63.0%,67.4%,51.1%,61.4%,37.9%,49.7%,0.98
Best of 5,48,27,21,56.3%,87-80,52.1%,791-792,50.0%,18-10,64.3%,13,71.7%,17.9%,4.3%,1.9%,62.7%,67.3%,49.3%,60.6%,36.5%,48.6%,0.93
Best of 3,228,123,105,53.9%,266-235,53.1%,2376-2301,50.8%,37-30,55.2%,110,75.2%,24.5%,3.6%,2.8%,63.2%,67.0%,51.6%,61.3%,38.4%,49.9%,0.99
Finals,8,3,5,37.5%,6-15,28.6%,87-114,43.3%,3-1,75.0%,4,64.2%,15.1%,2.8%,1.9%,63.7%,64.9%,47.0%,58.4%,32.4%,45.4%,0.78
Semi-finals,14,8,6,57.1%,16-13,55.2%,135-123,52.3%,2-1,66.7%,7,74.6%,32.9%,2.8%,3.4%,61.2%,68.2%,51.4%,61.7%,42.0%,51.9%,1.10
Quarter-finals,31,14,17,45.2%,34-39,46.6%,340-359,48.6%,1-7,12.5%,12,77.2%,19.4%,3.7%,1.8%,67.5%,63.0%,56.8%,61.0%,35.0%,48.7%,0.90
vs Righties,230,123,107,53.5%,287-272,51.3%,2613-2616,50.0%,47-34,58.0%,102,74.4%,22.8%,3.6%,2.6%,62.7%,67.1%,51.0%,61.1%,37.6%,49.4%,0.97
vs Lefties,46,27,19,58.7%,66-43,60.6%,554-477,53.7%,8-6,57.1%,21,75.8%,26.6%,4.1%,2.5%,65.6%,66.9%,51.9%,61.7%,40.5%,51.0%,1.06
vs Top 10,22,10,12,45.5%,27-36,42.9%,269-296,47.6%,2-4,33.3%,12,69.2%,23.5%,2.8%,2.0%,63.1%,63.3%,53.2%,59.6%,37.7%,48.6%,0.93
