Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,2,1,1,50.0%,1,1,0,100.0%,1993,1993,R64,2,1.15,7.3%,3.8%,55.0%,76.2%,51.3%,65.0%,40.1%,62.5%,50.0%
Roland Garros,6,Clay,16,10,6,62.5%,4,2,2,50.0%,1988,1993,QF,6,0.88,3.0%,1.3%,64.1%,64.1%,48.0%,58.3%,36.8%,58.6%,48.9%
US Open,5,Hard,8,3,5,37.5%,6,4,2,66.7%,1989,1993,R16,3,0.96,5.0%,2.3%,62.5%,70.0%,48.0%,61.8%,36.6%,52.9%,22.2%
Olympics,1,,1,0,1,0.0%,0,0,0,-,1992,1992,R64,0,,,,,,,,,,
Davis Cup,4,,15,8,7,53.3%,10,5,5,50.0%,1989,1993,,0,,,,,,,,,,
Barcelona,7,Clay,15,8,7,53.3%,3,2,1,66.7%,1987,1993,SF,6,0.99,3.9%,3.2%,61.6%,66.4%,47.9%,59.3%,40.4%,69.1%,41.5%
Stuttgart Outdoor,6,Clay,15,9,6,60.0%,4,2,2,50.0%,1988,1993,F,10,1.22,3.7%,1.1%,67.2%,72.2%,56.5%,67.0%,40.3%,64.3%,45.8%
Kitzbuhel,5,Clay,15,10,5,66.7%,7,5,2,71.4%,1988,1993,F,9,1.05,3.2%,2.6%,63.4%,71.1%,50.9%,63.7%,38.1%,62.5%,39.1%
Rome Masters,4,Clay,14,10,4,71.4%,6,4,2,66.7%,1990,1993,F,8,1.15,2.7%,2.9%,65.8%,67.9%,54.2%,63.2%,42.3%,61.8%,43.9%
Madrid,4,Clay,11,7,4,63.6%,1,1,0,100.0%,1987,1992,SF,3,1.05,4.1%,2.0%,62.4%,61.8%,51.4%,57.9%,44.2%,64.0%,42.3%
Miami Masters,4,Hard,10,6,4,60.0%,4,2,2,50.0%,1990,1994,F,8,1.04,3.8%,3.7%,62.7%,69.9%,54.0%,64.0%,37.3%,56.3%,60.5%
