Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1992 Miami F,L vs Chang,84.0%,47.6%,2.7%,0/2,1.90,1.9%,80.0%,50.0%,0.0%,1.92,0.0%,92.0%,43.5%,8.0%,1.87,4.3%
1992 Miami SF,W vs Hlasek,58.3%,47.6%,6.9%,0/5,2.43,75.9%,53.7%,54.5%,4.9%,2.38,66.7%,74.1%,40.0%,11.1%,2.50,90.5%
1991 Rome F,L vs Sanchez,50.0%,26.1%,0.0%,0/0,1.82,75.0%,45.0%,22.2%,0.0%,1.90,73.5%,93.3%,28.6%,0.0%,1.64,78.6%
1989 Rome F,W vs Agassi,74.1%,49.5%,0.7%,1/0,2.11,5.8%,72.8%,49.3%,0.0%,2.16,9.3%,97.3%,50.0%,2.7%,2.05,2.0%
Career (4 matches),,69.6%,46.3%,2.4%,12.5%,2.08,32.6%,68.0%,48.6%,1.0%,2.10,34.4%,89.4%,43.0%,5.8%,2.05,29.9%
