Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2015,3,2,1,66.7%,4-3,57.1%,37-30,55.2%,0-1,0.0%,3,69.7%,42.4%,2.4%,1.0%,50.5%,66.0%,51.9%,59.0%,45.5%,52.1%,1.11,QF (Casablanca)
2014,17,7,10,41.2%,18-22,45.0%,204-205,49.9%,1-7,12.5%,17,82.6%,18.5%,4.3%,1.8%,61.2%,71.4%,55.6%,65.3%,35.3%,49.8%,1.02,F (Reunion Island)
2013,24,10,14,41.7%,26-29,47.3%,260-268,49.2%,3-4,42.9%,24,71.2%,26.8%,3.8%,3.2%,59.6%,67.1%,46.6%,58.8%,38.6%,49.2%,0.94,SF (Tunis)
2012,32,15,17,46.9%,33-38,46.5%,321-357,47.3%,7-3,70.0%,32,74.3%,19.5%,5.7%,2.6%,60.1%,70.5%,48.1%,61.6%,36.0%,48.9%,0.94,SF (Noumea)
2011,22,10,12,45.5%,26-27,49.1%,250-257,49.3%,4-3,57.1%,22,75.2%,23.2%,4.7%,3.5%,63.3%,68.7%,46.7%,60.6%,37.6%,49.4%,0.95,QF (3x)
2010,10,6,4,60.0%,11-9,55.0%,97-86,53.0%,0-0,-,9,82.8%,22.2%,8.4%,1.8%,61.7%,72.8%,50.9%,64.4%,36.7%,51.2%,1.03,SF (2x)
2009,8,5,3,62.5%,10-6,62.5%,87-65,57.2%,1-1,50.0%,0,,,,,,,,,,,,F (Szczecin)
2008,16,10,6,62.5%,23-16,59.0%,200-165,54.8%,2-1,66.7%,0,,,,,,,,,,,,W (Szczecin)
2007,5,3,2,60.0%,7-5,58.3%,64-61,51.2%,0-3,0.0%,0,,,,,,,,,,,,QF (Busan)
2006,2,1,1,50.0%,3-2,60.0%,27-24,52.9%,0-1,0.0%,0,,,,,,,,,,,,R16 (Sunrise)
2005,47,33,14,70.2%,74-38,66.1%,587-464,55.9%,7-3,70.0%,0,,,,,,,,,,,,W (2x)
2004,30,12,18,40.0%,26-39,40.0%,301-313,49.0%,2-4,33.3%,0,,,,,,,,,,,,SF (Seoul)
2003,39,20,19,51.3%,45-42,51.7%,410-387,51.4%,3-3,50.0%,0,,,,,,,,,,,,SF (2x)
2002,26,15,11,57.7%,34-27,55.7%,298-270,52.5%,3-4,42.9%,0,,,,,,,,,,,,F (Hilversum)
2001,7,3,4,42.9%,7-9,43.8%,70-83,45.8%,1-1,50.0%,0,,,,,,,,,,,,R16 (3x)
2000,2,1,1,50.0%,1-2,33.3%,8-17,32.0%,0-0,-,0,,,,,,,,,,,,R16 (Skopje)
Career,290,153,137,52.8%,348-314,52.6%,3221-3052,51.3%,34-39,46.6%,107,75.8%,22.6%,4.9%,2.7%,60.7%,69.6%,49.0%,61.5%,37.1%,49.5%,0.96,
