Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,156,65,91,41.7%,159-235,40.4%,1857-2085,47.1%,38-47,44.7%,155,76.0%,18.4%,5.2%,2.6%,61.7%,68.3%,50.5%,61.5%,35.0%,48.6%,0.91
Clay,104,48,56,46.2%,121-136,47.1%,1179-1238,48.8%,17-15,53.1%,104,70.2%,27.6%,3.2%,2.3%,60.1%,64.9%,49.1%,58.6%,39.7%,49.3%,0.96
Grass,26,9,17,34.6%,30-48,38.5%,370-425,46.5%,7-8,46.7%,26,78.0%,14.9%,5.6%,2.1%,63.1%,70.0%,50.3%,62.7%,32.6%,48.0%,0.88
Carpet,7,1,6,14.3%,5-13,27.8%,83-97,46.1%,0-4,0.0%,7,77.3%,17.0%,6.3%,3.2%,59.6%,68.2%,50.4%,61.0%,34.4%,47.6%,0.88
Grand Slams,54,21,33,38.9%,71-112,38.8%,841-962,46.6%,18-17,51.4%,54,72.9%,20.5%,4.3%,2.3%,61.9%,66.7%,50.4%,60.5%,35.8%,48.4%,0.91
Masters,54,21,33,38.9%,53-76,41.1%,592-680,46.5%,11-14,44.0%,54,74.1%,19.4%,4.8%,2.7%,60.0%,67.3%,50.1%,60.4%,34.7%,48.1%,0.88
Other Tours,185,81,104,43.8%,191-244,43.9%,2056-2203,48.3%,33-43,43.4%,184,75.0%,21.8%,4.7%,2.5%,61.4%,67.6%,49.8%,60.7%,37.0%,49.1%,0.94
Best of 5,54,21,33,38.9%,71-112,38.8%,841-962,46.6%,18-17,51.4%,54,72.9%,20.5%,4.3%,2.3%,61.9%,66.7%,50.4%,60.5%,35.8%,48.4%,0.91
Best of 3,239,102,137,42.7%,244-320,43.3%,2648-2883,47.9%,44-57,43.6%,238,74.8%,21.2%,4.7%,2.5%,61.0%,67.6%,49.9%,60.7%,36.5%,48.8%,0.93
Finals,3,2,1,66.7%,4-2,66.7%,33-27,55.0%,0-0,-,3,73.3%,36.7%,3.6%,1.0%,60.4%,63.9%,55.1%,60.4%,44.8%,52.5%,1.13
Semi-finals,7,3,4,42.9%,6-9,40.0%,69-76,47.6%,0-3,0.0%,7,76.1%,21.1%,3.5%,2.7%,57.9%,62.3%,54.4%,59.0%,38.4%,48.7%,0.94
Quarter-finals,19,7,12,36.8%,16-26,38.1%,200-208,49.0%,1-6,14.3%,19,75.0%,24.4%,4.5%,2.6%,61.9%,66.7%,48.4%,59.7%,37.2%,49.1%,0.92
vs Righties,255,105,150,41.2%,274-375,42.2%,3050-3337,47.8%,53-66,44.5%,254,74.6%,21.1%,4.7%,2.5%,61.2%,67.7%,50.0%,60.8%,36.3%,48.8%,0.93
vs Lefties,38,18,20,47.4%,41-57,41.8%,439-508,46.4%,9-8,52.9%,38,72.4%,20.8%,4.3%,2.3%,61.8%,65.2%,49.9%,59.4%,36.7%,48.2%,0.90
vs Top 10,31,5,26,16.1%,14-62,18.4%,257-430,37.4%,3-5,37.5%,31,62.1%,13.6%,4.0%,2.4%,62.7%,61.7%,45.5%,55.7%,31.3%,44.1%,0.71
