Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
8,Jarkko Nieminen [FIN],5,3,62.5%,5,3,2,60.0%,2005,2013,7,1.00,5.0%,2.2%,60.3%,66.1%,49.7%,59.6%,40.5%,67.9%,46.7%
7,Nikolay Davydenko [RUS],1,6,14.3%,1,1,0,100.0%,2007,2013,7,0.77,2.5%,1.4%,67.8%,63.4%,45.9%,57.8%,32.6%,57.4%,27.5%
7,Albert Montanes [ESP],5,2,71.4%,1,1,0,100.0%,2005,2010,5,1.01,8.1%,2.8%,59.2%,68.9%,53.7%,62.7%,37.5%,72.1%,51.9%
7,Mischa Zverev [GER],2,5,28.6%,1,0,1,0.0%,2007,2010,5,0.73,3.3%,2.2%,63.7%,62.5%,43.9%,55.8%,32.2%,44.1%,34.6%
7,Jiri Vanek [CZE],4,3,57.1%,1,0,1,0.0%,2004,2009,2,0.86,3.7%,2.5%,57.1%,53.8%,48.6%,51.5%,41.7%,66.7%,27.3%
6,Edouard Roger Vasselin [FRA],3,3,50.0%,0,0,0,-,2001,2012,2,0.52,3.7%,0.9%,55.6%,60.0%,47.9%,54.6%,23.5%,33.3%,0.0%
6,Paul Henri Mathieu [FRA],2,4,33.3%,4,1,3,25.0%,2004,2012,6,0.87,7.3%,2.7%,57.5%,69.8%,42.4%,58.1%,36.6%,51.2%,39.3%
6,Simone Bolelli [ITA],3,3,50.0%,3,1,2,33.3%,2007,2012,4,1.13,6.7%,1.1%,58.9%,72.3%,50.9%,63.5%,41.1%,68.8%,34.4%
6,Fernando Verdasco [ESP],1,5,16.7%,1,1,0,100.0%,2008,2010,6,0.72,2.5%,1.5%,63.0%,59.9%,39.5%,52.4%,34.5%,64.3%,37.5%
6,Nicolas Mahut [FRA],4,2,66.7%,2,2,0,100.0%,2001,2010,2,1.03,10.8%,2.7%,64.9%,68.1%,46.2%,60.4%,40.7%,60.0%,45.5%
6,Olivier Patience [FRA],3,3,50.0%,1,0,1,0.0%,1999,2010,1,2.79,18.6%,0.0%,65.1%,89.3%,66.7%,81.4%,51.9%,100.0%,36.4%
6,Julien Benneteau [FRA],3,3,50.0%,2,2,0,100.0%,2003,2010,4,1.00,5.4%,2.9%,58.8%,69.5%,47.0%,60.2%,39.7%,50.0%,40.0%
6,Nicolas Devilder [FRA],4,2,66.7%,4,2,2,50.0%,2000,2008,2,1.12,3.4%,1.4%,54.6%,68.1%,53.2%,61.4%,43.4%,60.0%,30.0%
5,Kenny De Schepper [FRA],2,3,40.0%,1,1,0,100.0%,2012,2013,5,0.86,3.8%,3.3%,62.0%,68.3%,59.0%,64.8%,30.5%,66.7%,61.5%
5,Evgeny Korolev [KAZ],2,3,40.0%,1,1,0,100.0%,2006,2013,4,1.03,5.4%,1.3%,56.1%,62.9%,55.5%,59.6%,41.7%,70.0%,53.8%
