Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2015,944,15,,,,,,,,,1175,20,,
2014,346,130,225,1501,201,1490,217,1449,,,992,29,,
2013,218,216,192,1555,166,1533,177,1512,133,1508,242,267,,
2012,118,488,151,1609,153,1546,132,1581,111,1563,771,45,,
2011,171,297,175,1571,159,1538,140,1560,135,1507,1047,20,,
2010,69,715,86,1712,89,1646,71,1697,96,1559,742,45,,
2009,65,665,77,1739,76,1667,68,1715,85,1576,,,,
2008,59,687,99,1699,104,1626,76,1694,88,1572,425,115,,
2007,92,461,96,1695,82,1651,87,1659,81,1584,130,420,106,1527
2006,60,665,68,1746,62,1695,62,1714,60,1627,178,330,119,1438
2005,49,712,72,1759,98,1636,48,1763,,,653,49,,
2004,213,196,197,1539,196,1482,187,1506,136,1505,757,36,,
2003,218,162,191,1544,166,1520,193,1496,,,1510,4,,
2002,202,164,208,1538,205,1476,183,1513,152,1485,919,19,,
2001,325,98,,,,,,,,,1536,1,,
2000,515,38,,,,,,,,,764,27,,
1999,847,11,,,,,,,,,1012,14,,
