Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2014,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,4.3%,0.0%,63.0%,55.2%,41.2%,50.0%,27.1%,38.3%,0.54,R32 (Metz)
2013,4,0,4,0.0%,1-10,9.1%,42-68,38.2%,1-1,50.0%,4,69.8%,7.3%,3.8%,1.4%,59.4%,67.0%,46.3%,58.6%,29.9%,44.6%,0.72,R32 (2x)
2012,13,5,8,38.5%,8-25,24.2%,142-190,42.8%,2-5,28.6%,13,68.8%,18.5%,4.3%,2.9%,59.2%,63.3%,47.6%,56.9%,34.0%,46.4%,0.79,R16 (2x)
2011,16,4,12,25.0%,9-29,23.7%,148-211,41.2%,1-3,25.0%,16,68.5%,14.6%,4.9%,2.7%,61.1%,68.4%,44.4%,59.0%,31.3%,45.7%,0.76,R16 (3x)
2010,46,19,27,41.3%,53-68,43.8%,573-613,48.3%,12-9,57.1%,46,75.2%,20.8%,5.6%,2.3%,61.0%,66.7%,51.6%,60.8%,36.5%,48.9%,0.93,SF (Casablanca)
2009,53,24,29,45.3%,58-71,45.0%,617-662,48.2%,10-14,41.7%,53,76.0%,20.8%,5.2%,2.7%,61.2%,68.2%,49.8%,61.0%,36.1%,48.8%,0.93,F (Casablanca)
2008,41,18,23,43.9%,46-56,45.1%,484-524,48.0%,15-8,65.2%,41,72.9%,22.4%,3.6%,2.0%,63.7%,67.5%,50.5%,61.3%,37.5%,49.3%,0.97,SF (Estoril)
2007,43,18,25,41.9%,50-64,43.9%,543-588,48.0%,9-13,40.9%,42,80.0%,15.9%,5.2%,2.4%,62.5%,70.5%,51.6%,63.4%,33.8%,49.0%,0.92,QF (3x)
2006,49,23,26,46.9%,58-67,46.4%,588-630,48.3%,9-13,40.9%,49,72.7%,24.4%,4.0%,2.7%,59.1%,66.1%,49.8%,59.4%,37.8%,49.0%,0.93,W (Adelaide)
2005,20,10,10,50.0%,25-28,47.2%,257-252,50.5%,3-5,37.5%,20,73.2%,29.1%,3.6%,2.5%,59.2%,65.5%,52.3%,60.1%,40.6%,50.2%,1.02,W (Bucharest)
2004,5,2,3,40.0%,6-8,42.9%,70-68,50.7%,0-2,0.0%,5,69.1%,33.8%,2.6%,4.2%,68.4%,68.6%,38.8%,59.2%,43.7%,51.0%,1.07,R16 (2x)
2003,1,0,1,0.0%,1-2,33.3%,14-15,48.3%,0-1,0.0%,1,78.6%,21.4%,3.2%,1.6%,74.2%,60.9%,56.3%,59.7%,34.4%,49.1%,0.85,R64 (Washington)
2002,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,66.7%,10.0%,2.6%,2.6%,63.2%,64.6%,39.3%,55.3%,24.0%,42.9%,0.54,R32 (Adelaide)
Career,293,123,170,42.0%,315-432,42.2%,3489-3845,47.6%,62-74,45.6%,292,74.3%,21.0%,4.6%,2.5%,61.3%,67.4%,50.0%,60.6%,36.3%,48.7%,0.92,
