Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2022-10-10),927,18,,,,,,,,,,,,
2020,341,155,,,,,,,,,615,79,,
2019,290,195,252,1426,225,1433,267,1324,,,575,80,,
2018,244,233,,,,,,,,,521,66,,
2018,244,233,,,,,,,,,521,66,,
2017,162,357,,,,,,,,,414,127,,
2016,275,166,,,,,,,,,304,187,,
2015,275,161,178,1495,175,1456,170,1430,174,1387,274,216,,
2014,127,443,203,1503,192,1478,199,1399,160,1403,92,813,,
2013,175,359,242,1434,237,1401,234,1354,197,1366,175,409,,
2012,113,590,229,1442,224,1411,235,1351,189,1389,216,303,,
2011,167,383,253,1398,278,1300,220,1396,,,162,474,,
2010,259,209,282,1334,291,1262,261,1316,202,1338,222,300,,
2009,145,400,244,1407,262,1314,230,1369,183,1413,,,,
2008,367,61,,,,,,,,,,,,
2006,1058,5,,,,,,,,,,,,
