Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2017 ITF Burnie R32,W vs Pivovarova,4.6,4.5,4.7,52.6%,44.7%,56.0%,42.3%,66.0%,2.4%,-3.0,-1.3,-9.5,-7.9
Career (1 matches),,4.6,4.5,4.7,52.6%,44.7%,56.0%,42.3%,66.0%,2.4%,-3.0,-1.3,-9.5,-7.9
