Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,35,6,29,17.1%,25-60,29.4%,324-456,41.5%,4-1,80.0%,33,60.7%,29.8%,3.3%,6.6%,60.2%,58.7%,42.0%,52.0%,41.2%,46.7%,0.86
Clay,8,1,7,12.5%,4-14,22.2%,66-100,39.8%,0-0,-,6,57.1%,23.8%,3.8%,6.3%,63.8%,60.6%,40.0%,53.2%,39.0%,46.3%,0.83
Grass,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,-,-,1.6%,11.1%,57.1%,52.8%,33.3%,44.4%,39.3%,41.9%,0.71
Grand Slams,17,4,13,23.5%,15-27,35.7%,178-219,44.8%,1-1,50.0%,15,60.0%,35.4%,3.1%,6.9%,62.6%,60.1%,39.3%,52.3%,43.2%,47.8%,0.91
Premiers,5,0,5,0.0%,2-10,16.7%,47-68,40.9%,0-0,-,5,80.0%,21.4%,3.7%,6.7%,59.3%,60.7%,46.9%,55.1%,38.4%,46.8%,0.85
Internationals,19,3,16,15.8%,12-33,26.7%,154-244,38.7%,3-0,100.0%,18,41.2%,12.5%,3.6%,6.5%,59.3%,58.4%,41.9%,51.7%,39.5%,45.7%,0.82
Quarter-finals,1,0,1,0.0%,1-2,33.3%,10-15,40.0%,0-0,-,1,-,-,6.3%,3.8%,55.0%,59.1%,44.4%,52.5%,40.4%,46.0%,0.85
vs Righties,40,7,33,17.5%,29-68,29.9%,378-520,42.1%,4-1,80.0%,38,59.7%,28.2%,3.3%,6.3%,61.2%,59.3%,41.2%,52.3%,41.1%,46.7%,0.86
vs Lefties,4,0,4,0.0%,0-8,0.0%,17-48,26.2%,0-0,-,2,-,-,4.9%,13.9%,48.4%,45.8%,46.0%,45.9%,34.0%,40.6%,0.63
vs Top 10,3,0,3,0.0%,1-6,14.3%,17-42,28.8%,1-0,100.0%,3,-,-,2.4%,11.5%,59.3%,49.2%,31.8%,42.1%,37.8%,40.1%,0.65
