Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Miami F,L vs Sabalenka,3.3,3.3,3.3,47.5%,44.1%,45.0%,50.0%,57.8%,6.3%,11.0,8.9,0.5,0.6
2026 Dubai QF,W vs Eala,5.2,4.7,5.8,54.3%,66.7%,61.5%,76.9%,47.8%,4.7%,12.0,13.8,10.0,10.0
2026 Australian Open QF,L vs Svitolina,4.0,3.4,4.6,34.6%,35.3%,27.3%,50.0%,58.9%,1.6%,-3.5,-3.9,-7.0,-11.7
2026 Australian Open R16,W vs Muchova,5.1,4.8,5.4,58.1%,57.6%,45.8%,45.8%,67.5%,12.6%,6.5,3.1,5.0,5.4
2026 Australian Open R64,W vs Danilovic,3.8,2.9,4.5,49.3%,87.0%,50.0%,75.0%,54.3%,6.0%,6.0,7.1,11.5,14.9
2026 United Cup SF,W vs Swiatek,3.6,3.3,3.8,59.2%,47.4%,16.7%,100.0%,57.0%,5.0%,9.0,9.6,6.0,7.9
2026 United Cup RR,L vs Bouzas Maneiro,3.9,3.9,4.0,41.8%,35.3%,61.9%,45.0%,62.0%,8.4%,7.0,3.9,3.5,3.4
2026 United Cup RR,W vs Sierra,3.8,3.9,3.7,60.4%,70.0%,66.7%,80.0%,53.8%,13.1%,9.5,14.6,16.0,30.2
2025 Riyadh Finals RR,L vs Sabalenka,3.5,4.1,3.1,35.1%,58.6%,60.0%,50.0%,62.6%,5.9%,6.5,6.2,-4.5,-7.0
2025 Riyadh Finals RR,W vs Paolini,4.6,4.3,4.9,57.4%,57.1%,83.3%,53.8%,60.3%,5.9%,15.0,12.6,11.0,13.9
2025 Riyadh Finals RR,L vs Pegula,3.8,3.7,4.0,45.2%,44.0%,45.5%,54.5%,63.2%,9.2%,-0.5,-0.3,12.5,11.7
2025 Wuhan F,W vs Pegula,5.5,5.5,5.6,50.0%,51.4%,61.9%,60.0%,59.9%,12.4%,7.5,4.1,17.5,14.7
2025 Wuhan SF,W vs Paolini,5.2,5.3,5.2,42.2%,60.0%,50.0%,70.6%,56.2%,10.6%,13.0,9.8,-1.0,-1.0
2025 Beijing SF,L vs Anisimova,3.0,2.7,3.3,25.8%,57.9%,40.0%,33.3%,46.2%,4.0%,0.5,1.4,4.0,8.3
2025 Beijing QF,W vs Lys,5.2,4.1,6.3,67.2%,51.9%,27.8%,55.0%,60.6%,11.9%,-4.0,-2.5,4.5,4.7
2025 US Open R16,L vs Osaka,3.8,3.8,3.7,42.9%,18.8%,44.4%,28.6%,70.6%,4.8%,-9.0,-9.4,-6.0,-15.0
2025 Cincinnati QF,L vs Paolini,3.9,3.5,4.3,42.4%,67.3%,41.2%,53.8%,61.0%,7.0%,5.5,3.4,11.0,10.5
2025 Montreal R16,L vs Mboko,3.0,3.5,2.6,38.7%,40.0%,57.1%,66.7%,53.2%,3.9%,-1.0,-1.9,4.5,9.2
2025 Toronto R64,W vs Collins,3.2,2.7,3.6,49.0%,59.6%,23.8%,77.8%,46.9%,9.2%,-3.5,-2.9,19.0,12.9
2025 Wimbledon R128,L vs Yastremska,2.9,2.5,3.3,48.9%,20.0%,44.4%,50.0%,52.7%,6.5%,1.0,1.8,-2.0,-3.5
Last 52 Weeks (34 matches),,4.2,3.9,4.4,48.7%,55.1%,51.4%,55.5%,56.3%,7.9%,6.0,5.0,6.3,6.7
Career (176 matches),,4.2,3.9,4.4,51.2%,52.1%,50.7%,52.5%,56.5%,7.9%,3.4,2.7,6.1,6.4
