Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Miami F,L vs Sabalenka,1.1%,100.0%,6.8%,75.0%,20.5%,33.3%,100.0%,13.6%,50.0%,0.4%,0.0%,36,49
2026 Dubai QF,W vs Eala,0.0%,-,6.8%,100.0%,14.7%,23.8%,8.3%,6.8%,40.0%,0.5%,100.0%,-89,-42
2026 Australian Open QF,L vs Svitolina,0.0%,-,2.3%,100.0%,6.3%,10.0%,0.0%,0.0%,0.0%,0.0%,-,-20,-14
2026 Australian Open R16,W vs Muchova,0.0%,-,10.3%,75.0%,5.4%,9.2%,0.0%,9.9%,40.0%,1.5%,60.0%,-68,-58
2026 Australian Open R64,W vs Danilovic,0.0%,-,9.6%,63.6%,8.9%,0.0%,0.0%,16.4%,42.9%,1.6%,66.7%,-62,-3
2026 United Cup SF,W vs Swiatek,0.0%,-,3.0%,100.0%,8.2%,13.3%,100.0%,15.1%,30.8%,1.6%,0.0%,-102,-25
2026 United Cup RR,L vs Bouzas Maneiro,0.0%,-,3.2%,33.3%,10.1%,21.2%,0.0%,11.4%,10.0%,0.6%,50.0%,-27,-5
2026 United Cup RR,W vs Sierra,4.8%,100.0%,9.4%,62.5%,8.0%,0.0%,100.0%,23.7%,33.3%,2.3%,33.3%,-43,-14
2025 Riyadh Finals RR,L vs Sabalenka,0.0%,-,7.3%,55.6%,13.2%,14.3%,0.0%,8.2%,25.0%,1.6%,33.3%,57,54
2025 Riyadh Finals RR,W vs Paolini,0.0%,-,8.4%,66.7%,11.5%,24.0%,0.0%,14.5%,71.4%,0.5%,0.0%,-26,-5
2025 Riyadh Finals RR,L vs Pegula,0.9%,100.0%,9.2%,57.9%,8.2%,13.3%,0.0%,21.6%,31.3%,1.5%,0.0%,31,74
2025 Wuhan F,W vs Pegula,0.0%,-,10.6%,60.0%,7.6%,7.7%,0.0%,12.4%,55.6%,1.5%,40.0%,-66,-39
2025 Wuhan SF,W vs Paolini,0.0%,-,10.8%,83.3%,12.0%,9.1%,0.0%,8.1%,71.4%,1.6%,50.0%,6,14
2025 Beijing SF,L vs Anisimova,0.0%,-,2.2%,100.0%,12.9%,0.0%,0.0%,12.9%,25.0%,2.2%,0.0%,-97,-73
2025 Beijing QF,W vs Lys,0.0%,-,4.9%,66.7%,6.1%,7.3%,0.0%,5.9%,33.3%,1.4%,25.0%,-97,-42
2025 US Open R16,L vs Osaka,0.0%,-,6.8%,50.0%,9.7%,22.2%,0.0%,5.9%,33.3%,1.4%,0.0%,63,106
2025 Cincinnati QF,L vs Paolini,0.0%,-,4.1%,100.0%,15.4%,15.0%,100.0%,10.7%,77.8%,0.3%,0.0%,47,86
2025 Montreal R16,L vs Mboko,0.0%,-,12.4%,83.3%,10.3%,15.4%,0.0%,23.7%,42.9%,0.9%,0.0%,129,104
2025 Toronto R64,W vs Collins,0.0%,-,6.4%,73.3%,12.9%,35.0%,0.0%,23.8%,36.7%,1.6%,60.0%,5,88
2025 Wimbledon R128,L vs Yastremska,0.0%,-,2.6%,100.0%,5.9%,28.6%,0.0%,7.5%,20.0%,2.3%,0.0%,2,79
Last 52 Weeks (34 matches),,0.2%,100.0%,7.3%,69.0%,10.5%,16.1%,17.5%,11.3%,37.3%,1.3%,33.3%,-18,12
Career (176 matches),,0.3%,64.9%,8.6%,67.9%,9.8%,14.8%,11.1%,11.9%,28.9%,1.1%,33.4%,-17,11
