Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Miami F,L vs Sabalenka,23.5%,37.8%,51.5%,25.8%,42.4%,55.1%,38.2%,68.8%,60.0%,24.0%,36.0%,42.1%,11.1%,18.8%,33.3%,97
2026 Dubai QF,W vs Eala,18.8%,22.9%,64.5%,19.2%,26.9%,71.4%,36.4%,13.3%,0.0%,28.6%,28.6%,50.0%,16.7%,25.0%,-,90
2026 Australian Open QF,L vs Svitolina,18.6%,20.9%,23.3%,21.9%,25.0%,24.0%,40.0%,17.6%,0.0%,16.7%,16.7%,20.0%,0.0%,0.0%,0.0%,-14
2026 Australian Open R16,W vs Muchova,20.0%,30.0%,60.7%,21.8%,30.9%,55.8%,39.1%,43.8%,0.0%,18.2%,31.8%,72.2%,9.1%,9.1%,0.0%,41
2026 Australian Open R64,W vs Danilovic,30.4%,39.1%,60.7%,45.2%,58.1%,70.6%,66.7%,26.3%,-,0.0%,0.0%,45.5%,0.0%,16.7%,-,-119
2026 United Cup SF,W vs Swiatek,39.0%,40.7%,40.6%,43.2%,45.5%,52.0%,61.1%,23.1%,16.7%,36.4%,36.4%,0.0%,42.9%,25.0%,100.0%,188
2026 United Cup RR,L vs Bouzas Maneiro,12.3%,21.0%,43.9%,18.4%,30.6%,50.0%,65.2%,34.6%,60.0%,5.6%,11.1%,29.4%,0.0%,50.0%,0.0%,-83
2026 United Cup RR,W vs Sierra,23.8%,33.3%,64.3%,20.8%,29.2%,57.9%,45.5%,23.1%,33.3%,35.7%,50.0%,77.8%,12.5%,33.3%,-,164
2025 Riyadh Finals RR,L vs Sabalenka,21.4%,26.8%,44.7%,23.7%,31.6%,44.8%,25.0%,63.6%,33.3%,25.0%,25.0%,44.4%,0.0%,37.5%,100.0%,73
2025 Riyadh Finals RR,W vs Paolini,24.0%,34.0%,65.7%,26.7%,33.3%,54.5%,25.0%,42.9%,0.0%,23.5%,41.2%,84.6%,0.0%,55.6%,100.0%,77
2025 Riyadh Finals RR,L vs Pegula,23.5%,33.9%,39.4%,33.9%,50.0%,46.3%,42.9%,32.4%,40.0%,16.7%,22.2%,30.0%,6.3%,40.0%,83.3%,12
2025 Wuhan F,W vs Pegula,17.8%,21.9%,53.8%,18.5%,24.1%,54.5%,28.0%,44.8%,66.7%,27.3%,27.3%,50.0%,14.3%,50.0%,0.0%,63
2025 Wuhan SF,W vs Paolini,10.9%,12.7%,50.0%,13.5%,16.2%,53.1%,26.7%,50.0%,75.0%,9.1%,9.1%,40.0%,20.0%,66.7%,-,-55
2025 Beijing SF,L vs Anisimova,14.0%,16.3%,31.3%,15.4%,19.2%,27.3%,25.0%,64.3%,75.0%,16.7%,16.7%,40.0%,0.0%,50.0%,-,17
2025 Beijing QF,W vs Lys,29.7%,32.8%,46.3%,30.0%,32.0%,45.7%,52.4%,44.8%,40.0%,40.0%,50.0%,50.0%,12.5%,0.0%,-,210
2025 US Open R16,L vs Osaka,24.0%,32.0%,45.5%,27.3%,36.4%,33.3%,31.3%,29.4%,0.0%,25.0%,33.3%,77.8%,66.7%,22.2%,-,84
2025 Cincinnati QF,L vs Paolini,20.2%,28.6%,49.0%,26.7%,42.2%,54.5%,40.9%,39.1%,33.3%,21.7%,21.7%,38.9%,11.1%,42.9%,50.0%,29
2025 Montreal R16,L vs Mboko,19.1%,29.8%,53.1%,20.0%,40.0%,62.5%,33.3%,54.5%,100.0%,23.8%,28.6%,43.8%,45.5%,10.0%,0.0%,94
2025 Toronto R64,W vs Collins,24.8%,31.9%,43.5%,36.7%,46.7%,42.1%,44.0%,28.6%,33.3%,20.0%,26.7%,45.8%,19.0%,0.0%,0.0%,12
2025 Wimbledon R128,L vs Yastremska,29.3%,34.5%,46.9%,50.0%,50.0%,38.5%,30.0%,50.0%,33.3%,17.4%,30.4%,52.6%,50.0%,18.2%,-,25
Last 52 Weeks (34 matches),,21.8%,28.8%,49.5%,26.3%,35.2%,51.2%,44.5%,40.8%,43.8%,20.6%,26.1%,46.3%,25.8%,33.9%,43.3%,54
Career (176 matches),,25.0%,33.3%,50.0%,30.7%,41.7%,53.1%,49.8%,38.0%,37.6%,20.2%,25.5%,44.6%,28.5%,22.7%,22.8%,65
