Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,27,20,7,74.1%,7,5,2,71.4%,2020,2026,SF,27,1.16,5.2%,6.9%,63.4%,71.3%,45.8%,62.0%,44.2%,56.0%,46.7%
Roland Garros,7,Clay,34,28,6,82.4%,8,4,4,50.0%,2019,2025,W,34,1.23,3.0%,8.4%,62.1%,68.2%,44.9%,59.4%,50.0%,56.8%,50.0%
Wimbledon,6,Grass,20,14,6,70.0%,3,2,1,66.7%,2019,2025,R16,20,1.17,7.0%,6.6%,61.8%,72.7%,47.6%,63.1%,43.3%,51.6%,45.4%
US Open,8,Hard,27,20,7,74.1%,3,2,1,66.7%,2018,2025,W,27,1.11,5.6%,9.4%,60.8%,68.9%,44.6%,59.4%,45.3%,56.3%,50.0%
Olympics,1,,3,2,1,66.7%,1,0,1,0.0%,2024,2024,R16,3,1.22,1.8%,9.6%,59.0%,64.3%,47.1%,57.2%,52.1%,41.7%,53.8%
Miami,7,Hard,20,13,7,65.0%,2,2,0,100.0%,2019,2026,F,20,1.09,5.7%,7.0%,62.6%,67.8%,41.8%,58.1%,45.5%,58.5%,48.0%
Indian Wells,6,Hard,18,12,6,66.7%,8,7,1,87.5%,2021,2026,SF,18,1.07,5.2%,10.0%,63.5%,69.7%,39.4%,58.7%,44.4%,61.1%,45.1%
Dubai,6,Hard,16,10,6,62.5%,4,4,0,100.0%,2021,2026,SF,16,1.04,3.6%,9.0%,57.8%,66.2%,40.0%,55.2%,46.8%,53.4%,51.7%
Doha,5,Hard,9,4,5,44.4%,2,2,0,100.0%,2022,2026,QF,9,0.96,6.8%,6.7%,63.3%,63.9%,47.4%,57.8%,40.5%,58.6%,47.1%
United Cup,2,Hard,9,8,1,88.9%,2,2,0,100.0%,2024,2026,W,4,1.43,7.4%,6.1%,65.5%,78.0%,41.8%,65.5%,49.4%,66.7%,60.7%
Riyadh Finals,2,Hard,8,5,3,62.5%,4,3,1,75.0%,2024,2025,W,8,1.05,5.3%,8.2%,60.5%,65.0%,42.6%,56.2%,46.2%,55.1%,43.6%
