Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),537,95,258,1487,241,1465,,,180,1433,348,227,,
2025,528,95,265,1487,249,1465,,,189,1433,339,227
2024,611,66,,,,,,,,,506,124
2023,623,66,,,,,,,,,,
2022,179,364,172,1554,154,1536,196,1444,112,1504,,
2021,137,576,124,1656,115,1621,147,1530,79,1593,,
2020,124,619,127,1595,108,1595,127,1514,,,310,253
2019,90,719,112,1684,101,1657,136,1562,83,1607,436,142
2018,127,469,115,1652,128,1593,119,1567,67,1626,402,130
2017,176,327,115,1656,112,1622,,,,,,
2016,330,124,,,,,,,,,243,260
2015,198,257,,,,,,,,,115,601
2014,81,669,48,1807,47,1752,,,,,151,433
2013,500,70,,,,,,,,,328,187
2012,592,42,,,,,,,,,212,308
2011,130,514,86,1735,77,1704,112,1596,67,1626,66,1237
2010,169,343,154,1596,144,1557,135,1550,132,1496,65,1220
2009,133,460,157,1592,140,1575,141,1542,160,1461,,
2008,196,147,169,1580,155,1551,169,1492,,,,
2007,702,15,,,,,,,,,,
