Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2021 Wimbledon R128,L vs Raducanu,25,50,0.5,14.8%,29.6%,25,44,0.6,16.6%,29.1%,9.9%,6.6%,1.1,12.4%,11.8%
2020 Roland Garros R128,L vs Stephens,6,24,0.3,6.3%,25.3%,6,24,0.3,6.9%,27.6%,,,1.8,14.7%,8.4%
2020 Australian Open R128,L vs Collins,28,33,0.8,16.6%,19.5%,28,33,0.8,18.1%,21.3%,,,0.9,14.8%,17.2%
2019 Wimbledon R128,L vs Mladenovic,29,43,0.7,14.8%,21.9%,28,37,0.8,16.2%,21.4%,11.0%,5.2%,0.7,9.7%,13.8%
2019 Roland Garros R128,L vs Williams,11,20,0.6,8.2%,14.9%,11,20,0.6,9.5%,17.2%,,,0.8,11.9%,15.7%
2019 W60 Istanbul F,W vs Raina,24,17,1.4,26.4%,18.7%,22,14,1.6,25.6%,16.3%,14.0%,11.6%,0.3,6.6%,24.2%
2018 Wimbledon R32,L vs Ostapenko,8,17,0.5,7.9%,16.8%,6,11,0.5,7.0%,12.8%,2.3%,4.7%,0.9,13.9%,15.8%
2018 Wimbledon R128,W vs Sharapova,31,32,1.0,13.5%,14.0%,30,23,1.3,15.0%,11.5%,11.0%,4.0%,0.8,11.8%,14.8%
2018 Wimbledon Q2,W vs Raina,29,22,1.3,25.2%,19.1%,25,22,1.1,23.8%,21.0%,12.4%,11.4%,0.8,13.0%,15.7%
2016 Roland Garros R128,L vs Safarova,7,27,0.3,7.7%,29.7%,7,18,0.4,9.7%,25.0%,5.6%,4.2%,1.1,13.2%,12.1%
2015 US Open R128,L vs Williams,0,14,0.0,0.0%,37.8%,0,8,0.0,0.0%,33.3%,0.0%,0.0%,3.0,32.4%,10.8%
2015 Wimbledon R128,L vs Friedsam,20,39,0.5,9.9%,19.2%,19,32,0.6,10.7%,18.0%,7.3%,2.8%,0.7,11.8%,17.7%
2015 Roland Garros R64,L vs Sharapova,18,26,0.7,16.4%,23.6%,16,22,0.7,16.8%,23.2%,11.6%,5.3%,3.0,21.8%,7.3%
2014 Taipei QF,W vs Kumkhum,24,21,1.1,21.2%,18.6%,20,18,1.1,19.6%,17.6%,7.8%,8.8%,0.5,9.7%,21.2%
Career (14 matches),,260,385,0.7,14.0%,20.8%,243,326,0.7,14.9%,20.0%,7.3%,4.6%,0.9,13.0%,15.0%
