Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,11,7,4,63.6%,15-11,57.7%,136-121,52.9%,2-2,50.0%,11,62.2%,43.7%,1.9%,7.6%,62.9%,64.6%,39.9%,55.5%,47.4%,51.4%,1.06,W (W50 Corroios-Seixal)
2024,21,11,10,52.4%,30-24,55.6%,256-225,53.2%,0-2,0.0%,0,,,,,,,,,,,,SF (2x)
2023,12,7,5,58.3%,14-10,58.3%,118-112,51.3%,1-0,100.0%,0,,,,,,,,,,,,F (W40 Tbilisi)
2022,54,35,19,64.8%,75-48,61.0%,620-531,53.9%,9-5,64.3%,2,54.2%,29.2%,3.4%,8.1%,63.5%,55.3%,40.7%,50.0%,41.0%,45.1%,0.82,W (2x)
2021,19,12,7,63.2%,26-18,59.1%,218-195,52.8%,3-3,50.0%,9,61.3%,45.7%,3.4%,8.0%,62.9%,64.4%,40.5%,55.5%,47.8%,51.7%,1.07,W (Angers)
2020,3,2,1,66.7%,5-1,83.3%,35-18,66.0%,0-0,-,0,,,,,,,,,,,,QF (W60 Cairo)
2019,59,49,10,83.1%,98-29,77.2%,701-417,62.7%,3-4,42.9%,7,73.8%,52.5%,4.8%,10.3%,60.1%,71.5%,49.1%,62.6%,51.1%,56.8%,1.37,W (7x)
2018,32,21,11,65.6%,45-29,60.8%,381-299,56.0%,3-3,50.0%,5,75.0%,40.7%,2.6%,5.6%,60.9%,68.1%,52.6%,62.1%,44.8%,53.2%,1.18,W (Chiswick $25K)
2017,37,27,10,73.0%,58-26,69.0%,434-330,56.8%,4-0,100.0%,12,61.9%,52.1%,3.4%,8.4%,61.7%,62.9%,42.7%,55.2%,50.7%,53.1%,1.13,W (2x)
2016,13,9,4,69.2%,16-9,64.0%,131-109,54.6%,2-0,100.0%,3,64.7%,27.3%,5.2%,8.6%,57.1%,64.2%,48.9%,57.6%,39.5%,48.9%,0.93,F (Ankara $50K)
2015,15,10,5,66.7%,20-9,69.0%,149-108,58.0%,1-0,100.0%,0,,,,,,,,,,,,W (Surbiton $50K)
2014,55,45,10,81.8%,92-30,75.4%,655-433,60.2%,3-2,60.0%,6,-,-,4.3%,2.7%,66.2%,63.9%,47.7%,58.4%,50.7%,54.5%,1.22,W (4x)
2013,5,5,0,100.0%,10-2,83.3%,68-41,62.4%,0-1,0.0%,0,,,,,,,,,,,,W (Ankara 50K)
2012,2,1,1,50.0%,2-3,40.0%,21-23,47.7%,0-0,-,0,,,,,,,,,,,,R16 (Nottingham 50K)
2011,17,13,4,76.5%,27-7,79.4%,195-117,62.5%,2-2,50.0%,0,,,,,,,,,,,,W (Astana 100K)
2010,28,16,12,57.1%,38-29,56.7%,351-320,52.3%,5-8,38.5%,0,,,,,,,,,,,,W (Darmstadt 25K)
2009,18,14,4,77.8%,27-8,77.1%,192-120,61.5%,0-1,0.0%,0,,,,,,,,,,,,W (Moscow 25K)
2008,35,22,13,62.9%,48-32,60.0%,396-361,52.3%,8-3,72.7%,0,,,,,,,,,,,,W (Dubai 75K)
2007,18,11,7,61.1%,25-16,61.0%,196-171,53.4%,1-1,50.0%,0,,,,,,,,,,,,W (Redbridge 10K)
Career,454,317,137,69.8%,671-341,66.3%,5253-4051,56.5%,47-37,56.0%,55,64.6%,45.0%,3.3%,7.4%,62.3%,64.7%,44.2%,57.0%,48.0%,52.5%,1.11,
