Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,39,8,31,20.5%,24-61,28.2%,319-460,40.9%,3-5,37.5%,39,49.0%,29.4%,2.3%,9.5%,60.0%,57.8%,40.0%,50.7%,41.1%,46.1%,0.83
Clay,12,3,9,25.0%,8-20,28.6%,94-153,38.1%,2-1,66.7%,12,47.3%,28.9%,1.4%,10.7%,59.3%,57.6%,34.6%,48.2%,42.1%,45.3%,0.81
Grass,9,2,7,22.2%,7-15,31.8%,97-124,43.9%,2-3,40.0%,9,55.7%,28.7%,2.0%,6.7%,59.5%,61.5%,43.7%,54.3%,41.2%,47.7%,0.90
Grand Slams,19,4,15,21.1%,14-32,30.4%,169-250,40.3%,2-3,40.0%,19,51.1%,25.0%,1.3%,8.2%,59.1%,57.6%,40.9%,50.7%,40.8%,45.9%,0.83
Premiers,7,2,5,28.6%,6-11,35.3%,72-85,45.9%,0-2,0.0%,7,51.0%,31.9%,2.4%,8.7%,63.1%,59.9%,40.5%,52.8%,44.4%,48.8%,0.94
Internationals,34,7,27,20.6%,19-53,26.4%,269-402,40.1%,5-4,55.6%,34,48.9%,31.1%,2.5%,10.0%,59.4%,58.5%,38.6%,50.4%,41.0%,45.9%,0.83
Quarter-finals,2,0,2,0.0%,1-2,33.3%,10-15,40.0%,0-0,-,2,0.0%,0.0%,3.1%,6.3%,65.6%,65.1%,30.3%,53.1%,34.8%,44.3%,0.74
vs Righties,57,13,44,22.8%,39-90,30.2%,497-701,41.5%,7-9,43.8%,57,50.5%,29.4%,2.1%,9.2%,59.7%,58.7%,40.0%,51.2%,41.5%,46.5%,0.85
vs Lefties,3,0,3,0.0%,0-6,0.0%,13-36,26.5%,0-0,-,3,14.3%,14.3%,0.6%,10.4%,62.4%,50.9%,29.2%,42.8%,38.0%,40.6%,0.66
vs Top 10,5,0,5,0.0%,1-9,10.0%,20-56,26.3%,0-0,-,5,37.5%,18.8%,3.2%,11.1%,57.5%,57.8%,26.9%,44.6%,35.4%,40.5%,0.64
