Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,15,8,7,53.3%,16-16,50.0%,130-160,44.8%,3-1,75.0%,15,58.2%,29.8%,4.0%,5.2%,54.2%,61.8%,43.3%,53.3%,41.5%,47.5%,0.89,SF (Itajai)
2025,47,32,15,68.1%,66-37,64.1%,546-428,56.1%,5-8,38.5%,47,74.1%,38.9%,3.6%,2.8%,59.6%,65.3%,53.1%,60.4%,45.0%,52.6%,1.14,W (2x)
2024,6,2,4,33.3%,7-9,43.8%,71-86,45.2%,2-1,66.7%,6,65.8%,24.4%,3.8%,3.0%,62.5%,63.6%,44.7%,56.5%,39.4%,48.0%,0.91,QF (Guayaquil)
2023,13,4,9,30.8%,12-20,37.5%,124-172,41.9%,4-1,80.0%,13,57.9%,24.7%,1.7%,4.9%,65.5%,58.3%,45.0%,53.7%,39.2%,46.5%,0.85,R16 (4x)
2022,4,1,3,25.0%,4-6,40.0%,45-48,48.4%,0-1,0.0%,4,65.2%,32.6%,1.8%,2.1%,74.7%,56.6%,49.4%,54.8%,44.0%,49.4%,0.97,R16 (Corrientes)
Career,85,47,38,55.3%,105-88,54.4%,916-894,50.6%,14-12,53.8%,85,67.7%,33.5%,3.3%,3.5%,60.7%,62.8%,49.2%,57.5%,43.0%,50.2%,1.01,
