Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,25,13,12,52.0%,3,3,0,100.0%,1991,2003,R16,0,,,,,,,,,,
Roland Garros,15,Clay,35,20,15,57.1%,4,2,2,50.0%,1990,2004,R16,3,0.84,1.8%,6.6%,64.1%,46.7%,38.3%,43.7%,47.0%,46.7%,71.4%
Wimbledon,14,Grass,26,12,14,46.2%,6,3,3,50.0%,1990,2004,R32,1,0.78,1.4%,2.7%,56.8%,64.3%,43.8%,55.4%,34.8%,69.2%,20.0%
US Open,14,Hard,25,11,14,44.0%,2,1,1,50.0%,1991,2004,R32,1,0.55,0.0%,1.6%,67.7%,59.5%,55.0%,58.1%,23.1%,50.0%,0
Olympics,1,,3,2,1,66.7%,0,0,0,-,1992,1992,R16,0,,,,,,,,,,
Fed Cup,7,,17,9,8,52.9%,2,1,1,50.0%,1991,2004,,0,,,,,,,,,,
Filderstadt,13,Hard,22,9,13,40.9%,2,0,2,0.0%,1998,2003,QF,0,,,,,,,,,,
Leipzig,12,Carpet,28,16,12,57.1%,9,6,3,66.7%,1990,2003,QF,0,,,,,,,,,,
Hamburg,11,Clay,24,13,11,54.2%,4,2,2,50.0%,1990,2002,QF,0,,,,,,,,,,
Berlin,9,Clay,19,10,9,52.6%,4,2,2,50.0%,1990,2004,R16,0,,,,,,,,,,
Key Biscayne,8,Hard,16,8,8,50.0%,6,4,2,66.7%,1991,1999,R16,0,,,,,,,,,,
Luxembourg,7,Hard,16,9,7,56.3%,5,1,4,20.0%,1996,2003,SF,0,,,,,,,,,,
