Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
15,Arantxa Sanchez Vicario [ESP],0,15,0.0%,2,0,2,0.0%,1990,2002,0,,,,,,,,,,
9,Silvia Farina Elia [ITA],5,4,55.6%,2,1,1,50.0%,1989,2002,0,,,,,,,,,,
9,Anke Huber [GER],1,8,11.1%,2,0,2,0.0%,1991,2001,0,,,,,,,,,,
7,Conchita Martinez [ESP],0,7,0.0%,0,0,0,-,1991,2003,0,,,,,,,,,,
7,Sandrine Testud [FRA],4,3,57.1%,4,2,2,50.0%,1991,1999,0,,,,,,,,,,
7,Sabine Appelmans [BEL],5,2,71.4%,0,0,0,-,1994,1999,0,,,,,,,,,,
6,Iva Majoli [CRO],2,4,33.3%,1,0,1,0.0%,1992,2001,0,,,,,,,,,,
6,Mary Pierce [FRA],1,5,16.7%,0,0,0,-,1990,2000,0,,,,,,,,,,
6,Mary Joe Fernandez [USA],0,6,0.0%,3,2,1,66.7%,1991,1995,0,,,,,,,,,,
5,Amelie Mauresmo [FRA],1,4,20.0%,1,0,1,0.0%,1998,2004,0,,,,,,,,,,
5,Els Callens [BEL],4,1,80.0%,1,0,1,0.0%,1997,2003,1,0.78,1.4%,2.7%,56.8%,64.3%,43.8%,55.4%,34.8%,69.2%,20.0%
5,Elena Likhovtseva [RUS],4,1,80.0%,0,0,0,-,1995,2003,0,,,,,,,,,,
5,Martina Hingis [SUI],0,5,0.0%,0,0,0,-,1996,2002,0,,,,,,,,,,
5,Ruxandra Dragomir Ilie [ROU],3,2,60.0%,0,0,0,-,1994,2001,0,,,,,,,,,,
5,Nathalie Tauziat [FRA],1,4,20.0%,0,0,0,-,1992,2000,0,,,,,,,,,,
