Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,180,85,95,47.2%,197-196,50.1%,1793-1730,50.9%,12-18,40.0%,1,-,-,0.0%,1.6%,67.7%,59.5%,55.0%,58.1%,23.1%,42.1%,0.55
Clay,158,79,79,50.0%,177-174,50.4%,1602-1557,50.7%,13-11,54.2%,3,-,-,1.8%,6.6%,64.1%,46.7%,38.3%,43.7%,47.0%,45.2%,0.84
Grass,37,18,19,48.6%,38-39,49.4%,352-338,51.0%,4-6,40.0%,1,-,-,1.4%,2.7%,56.8%,64.3%,43.8%,55.4%,34.8%,45.5%,0.78
Carpet,74,41,33,55.4%,81-76,51.6%,739-706,51.1%,12-6,66.7%,0,,,,,,,,,,,
Grand Slams,97,47,50,48.5%,107-103,51.0%,941-899,51.1%,7-5,58.3%,5,-,-,1.3%,4.6%,63.0%,53.4%,42.9%,49.5%,38.8%,44.6%,0.77
Premiers,30,12,18,40.0%,32-42,43.2%,324-349,48.1%,4-3,57.1%,0,,,,,,,,,,,
Internationals,44,17,27,38.6%,43-60,41.7%,474-509,48.2%,5-12,29.4%,0,,,,,,,,,,,
Finals,6,2,4,33.3%,6-8,42.9%,63-66,48.8%,2-0,100.0%,0,,,,,,,,,,,
Semi-finals,11,6,5,54.5%,12-13,48.0%,112-108,50.9%,1-0,100.0%,0,,,,,,,,,,,
Quarter-finals,34,11,23,32.4%,24-41,36.9%,254-323,44.0%,4-5,44.4%,0,,,,,,,,,,,
vs Righties,330,142,188,43.0%,323-392,45.2%,3165-3330,48.7%,33-36,47.8%,5,-,-,1.3%,4.6%,63.0%,53.4%,42.9%,49.5%,38.8%,44.6%,0.77
vs Lefties,34,19,15,55.9%,42-35,54.5%,366-334,52.3%,4-1,80.0%,0,,,,,,,,,,,
vs Top 10,68,2,66,2.9%,13-123,9.6%,383-792,32.6%,4-6,40.0%,1,-,-,0.0%,6.0%,70.0%,40.0%,26.7%,36.0%,34.1%,35.2%,0.53
