Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2004,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,0,,,,,,,,,,,,R32 (Cagnes sur Mer 75K)
2003,3,1,2,33.3%,3-3,50.0%,29-30,49.2%,0-1,0.0%,0,,,,,,,,,,,,R16 (Dubai 75K)
2000,8,5,3,62.5%,11-4,73.3%,79-52,60.3%,0-1,0.0%,0,,,,,,,,,,,,F (Liege 50K)
1999,1,0,1,0.0%,1-2,33.3%,14-14,50.0%,0-0,-,0,,,,,,,,,,,,R32 (Poitiers 75K)
1998,4,3,1,75.0%,7-2,77.8%,48-34,58.5%,0-0,-,0,,,,,,,,,,,,SF (Southampton 50K)
1997,6,4,2,66.7%,6-1,85.7%,42-26,61.8%,3-1,75.0%,0,,,,,,,,,,,,SF (Poitiers 50K)
1995,2,1,1,50.0%,2-2,50.0%,21-20,51.2%,0-1,0.0%,0,,,,,,,,,,,,R16 (ITF Cergy Pontois)
1990,23,18,5,78.3%,35-11,76.1%,250-163,60.5%,5-0,100.0%,0,,,,,,,,,,,,W (ITF Stavanger)
1989,22,15,7,68.2%,30-14,68.2%,229-172,57.1%,3-3,50.0%,0,,,,,,,,,,,,W (ITF Fez)
1988,2,1,1,50.0%,2-2,50.0%,21-21,50.0%,0-0,-,0,,,,,,,,,,,,R16 (ITF Rheda Weiderbruck)
Career,72,48,24,66.7%,97-43,69.3%,741-545,57.6%,11-7,61.1%,0,,,,,,,,,,,,
