Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,4,1,3,25.0%,3-4,42.9%,34-36,48.6%,1-1,50.0%,4,62.2%,30.6%,2.5%,5.0%,60.1%,66.4%,40.0%,55.9%,41.9%,48.5%,0.95,R16 (W75 Maribor)
2025,14,9,5,64.3%,19-12,61.3%,161-123,56.7%,1-0,100.0%,13,69.9%,39.8%,4.6%,4.4%,55.2%,68.7%,45.9%,58.5%,45.6%,52.1%,1.10,SF (2x)
2024,18,14,4,77.8%,30-9,76.9%,224-142,61.2%,5-1,83.3%,1,46.7%,33.3%,1.8%,6.1%,56.1%,57.8%,44.0%,51.8%,39.6%,46.0%,0.82,W (W50 Nottingham)
2023,30,18,12,60.0%,43-29,59.7%,369-312,54.2%,6-4,60.0%,7,61.1%,29.2%,3.5%,4.6%,55.5%,61.8%,48.8%,56.0%,41.5%,48.7%,0.94,F (2x)
2022,9,6,3,66.7%,13-9,59.1%,112-93,54.6%,1-3,25.0%,4,53.8%,36.6%,4.3%,9.3%,55.3%,63.5%,39.3%,52.6%,45.0%,48.8%,0.95,F (W60 Glasgow)
2020,3,2,1,66.7%,4-2,66.7%,32-25,56.1%,1-0,100.0%,0,,,,,,,,,,,,QF (W100+H Dubai)
2019,23,17,6,73.9%,34-15,69.4%,264-202,56.7%,4-1,80.0%,6,58.8%,36.8%,4.1%,6.9%,54.9%,63.0%,43.1%,54.0%,44.3%,49.1%,0.96,W (2x)
2018,11,7,4,63.6%,17-11,60.7%,139-114,54.9%,1-0,100.0%,3,66.7%,50.0%,3.6%,2.7%,55.7%,61.8%,50.0%,56.6%,50.0%,53.3%,1.15,F (Vancouver BC $100K)
2017,10,7,3,70.0%,15-9,62.5%,128-100,56.1%,3-0,100.0%,0,,,,,,,,,,,,F (Surbiton $100K)
2014,13,12,1,92.3%,24-3,88.9%,156-92,62.9%,3-0,100.0%,0,,,,,,,,,,,,W (2x)
2013,7,5,2,71.4%,11-6,64.7%,87-70,55.4%,0-0,-,0,,,,,,,,,,,,SF (Poitiers 100K)
2012,8,4,4,50.0%,8-10,44.4%,75-86,46.6%,1-1,50.0%,0,,,,,,,,,,,,QF (Clearwater FL 25K)
2011,17,10,7,58.8%,24-16,60.0%,205-161,56.0%,1-5,16.7%,0,,,,,,,,,,,,F (Shrewsbury 75K)
2010,31,21,10,67.7%,45-28,61.6%,372-306,54.9%,6-3,66.7%,0,,,,,,,,,,,,W (2x)
2009,16,10,6,62.5%,23-16,59.0%,196-156,55.7%,1-2,33.3%,0,,,,,,,,,,,,W (Frinton 10K)
Career,214,143,71,66.8%,313-179,63.6%,2554-2018,55.9%,35-21,62.5%,38,63.0%,36.8%,3.9%,5.4%,55.7%,64.7%,44.9%,55.9%,44.4%,50.2%,1.01,
