Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 Wimbledon R128,L vs Minnen,87.8,98.5,4.0,101.1,95.9,105,87,75.5,4.5,75.7,75.0,84,67
2023 Wimbledon R128,L vs Krejcikova,89.4,96.5,5.8,99.3,92.8,104,82,77.6,3.2,77.0,,84,71
2022 Wimbledon R16,L vs Niemeier,91.8,96.5,8.1,101.1,94.3,107,74,75.5,4.3,75.0,70.0,83,70
2022 Wimbledon R32,W vs Juvan,88.4,98.5,5.5,102.4,93.7,105,87,73.4,5.0,75.2,80.0,86,63
2022 Wimbledon R64,W vs Wang,88.9,97.5,5.8,99.7,93.8,105,86,74.8,5.1,77.5,75.0,90,68
2022 Wimbledon R128,W vs Korpatsch,88.7,98.6,6.0,101.6,94.0,107,84,71.7,7.5,73.1,73.7,90,61
2021 US Open R128,L vs Juvan,92.6,103.3,4.4,105.3,98.2,110,94,79.7,3.5,78.0,79.6,88,73
2021 Wimbledon R128,L vs Ahn,91.0,100.8,5.0,103.9,98.6,109,88,75.5,5.1,76.8,81.5,88,67
2019 Wimbledon R64,L vs Kontaveit,95.9,103.1,3.9,104.7,100.3,109,95,77.2,5.1,,84.5,89,68
2019 Wimbledon R128,W vs Mcnally,86.7,98.4,8.3,101.7,97.2,108,70,72.6,5.3,70.7,83.0,86,63
2017 Wimbledon R32,L vs Azarenka,91.9,99.2,6.2,103.1,97.8,106,83,80.4,4.4,82.6,78.6,89,71
2017 Wimbledon R64,W vs Sevastova,92.5,101.1,5.2,103.5,99.5,109,90,80.8,6.0,85.3,81.0,92,72
2017 Wimbledon R128,W vs Zanevska,92.5,100.4,4.6,102.5,99.4,106,89,76.7,4.2,73.7,82.3,87,69
2017 Australian Open R128,W vs Stosur,90.9,97.6,7.9,101.6,93.7,109,69,80.0,5.2,81.1,79.6,89,67
2016 US Open R128,L vs Hogenkamp,87.0,97.7,7.9,,,109,82,76.6,4.2,,,88,67
2016 Wimbledon R128,L vs Beck,89.5,97.6,7.6,100.7,97.3,110,67,74.8,4.9,75.6,69.0,87,64
2016 Roland Garros R64,L vs Kuznetsova,85.6,95.1,7.0,,,103,80,77.7,5.1,,,85,69
2016 Roland Garros R128,W vs Gibbs,89.0,99.0,6.6,,,110,74,77.2,4.4,,,90,66
2016 Australian Open R128,L vs Babos,90.2,99.5,5.5,,,108,89,77.4,4.3,,,88,68
2015 US Open R128,L vs Davis,90.7,103.9,3.6,,,112,98,80.1,4.4,,,88,70
Career (47 matches),,90.7,98.3,5.9,102.0,96.4,112,67,78.0,4.6,77.0,78.5,95,61
