Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,15,Hard,25,10,15,40.0%,12,6,6,50.0%,2011,2025,R32,24,0.97,5.6%,3.8%,59.5%,65.3%,46.2%,57.6%,41.0%,53.3%,36.8%
Roland Garros,15,Clay,33,18,15,54.5%,7,4,3,57.1%,2011,2025,R64,29,1.05,3.4%,4.0%,61.3%,62.5%,43.3%,55.1%,47.1%,54.8%,54.2%
Wimbledon,15,Grass,26,11,15,42.3%,5,3,2,60.0%,2010,2025,R16,25,0.99,4.6%,3.8%,59.6%,65.9%,44.6%,57.3%,42.2%,57.5%,45.4%
US Open,16,Hard,22,6,16,27.3%,3,0,3,0.0%,2010,2025,R128,21,0.94,5.0%,5.0%,56.5%,65.0%,40.8%,54.5%,42.6%,52.0%,44.5%
Olympics,3,,5,2,3,40.0%,2,0,2,0.0%,2012,2021,R32,4,1.13,5.8%,3.2%,61.9%,65.7%,49.1%,59.4%,45.8%,57.6%,45.7%
Fed Cup,8,,28,19,9,67.9%,2,0,2,0.0%,2011,2020,,13,1.17,4.0%,5.2%,59.9%,65.7%,49.3%,59.1%,47.6%,56.4%,44.7%
Cincinnati,7,Hard,13,6,7,46.2%,3,1,2,33.3%,2013,2025,R32,12,0.99,6.8%,5.8%,53.6%,70.2%,41.1%,56.7%,42.7%,43.2%,52.6%
Eastbourne,14,Grass,34,18,16,52.9%,8,3,5,37.5%,2010,2025,SF,33,0.97,4.3%,3.7%,62.3%,64.3%,45.9%,57.4%,41.5%,54.4%,44.4%
Nottingham,9,Grass,18,9,9,50.0%,3,1,2,33.3%,2016,2025,SF,18,1.02,7.1%,4.5%,59.4%,70.9%,44.1%,60.0%,40.9%,54.8%,45.8%
Charleston,9,Clay,17,7,10,41.2%,5,1,4,20.0%,2010,2025,R64,16,1.01,2.4%,3.3%,66.2%,61.0%,46.6%,56.1%,44.2%,52.2%,40.4%
Austin,2,Hard,5,3,2,60.0%,1,1,0,100.0%,2023,2025,R16,5,1.07,5.5%,4.6%,57.1%,67.9%,43.9%,57.7%,45.2%,53.7%,38.8%
Abu Dhabi,3,Hard,7,4,3,57.1%,3,2,1,66.7%,2021,2025,R16,7,1.00,5.5%,5.2%,61.7%,68.1%,46.4%,59.8%,40.3%,66.7%,45.3%
