Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2024 Seoul R16,L vs Kostyuk,26.8%,30.4%,27.0%,31.8%,40.9%,26.7%,55.6%,38.5%,50.0%,26.7%,26.7%,27.3%,42.9%,31.3%,25.0%,38
2023 Austin R32,W vs Kovinic,27.4%,34.5%,50.9%,36.5%,48.1%,60.6%,46.2%,46.2%,66.7%,15.4%,15.4%,36.4%,10.0%,31.3%,50.0%,25
2022 Wimbledon R128,W vs Korpatsch,35.1%,42.6%,60.0%,44.8%,55.2%,59.4%,50.0%,35.3%,50.0%,20.0%,22.9%,60.7%,18.8%,10.5%,0.0%,-70
2022 Strasbourg R32,W vs Hobgarski,37.7%,47.2%,54.8%,47.2%,61.1%,52.6%,58.8%,36.8%,0.0%,20.0%,20.0%,58.3%,57.1%,25.0%,0.0%,38
2021 Abu Dhabi R64,W vs Burrage,27.9%,32.4%,44.7%,35.0%,40.0%,43.6%,61.8%,34.6%,28.6%,21.3%,25.5%,45.9%,35.0%,14.8%,0.0%,-9
2020 Acapulco F,W vs Fernandez,27.7%,38.4%,52.6%,36.4%,54.5%,66.7%,65.5%,45.9%,75.0%,17.1%,17.1%,35.3%,40.0%,3.8%,0.0%,3
2020 Acapulco SF,W vs Wang,27.5%,35.0%,46.4%,36.2%,46.8%,46.7%,55.0%,29.6%,33.3%,16.1%,19.4%,46.2%,13.3%,25.0%,0.0%,-31
2019 Tianjin F,L vs Peterson,16.7%,24.4%,46.0%,22.7%,34.1%,55.9%,60.0%,41.7%,50.0%,9.4%,12.5%,34.5%,12.5%,68.8%,100.0%,-33
2019 Tianjin SF,W vs Kudermetova,29.6%,33.3%,70.6%,42.4%,48.5%,78.9%,17.6%,25.0%,-,11.8%,11.8%,60.0%,0.0%,0.0%,0.0%,-9
2019 US Open Q1,L vs Bolkvadze,30.2%,34.0%,32.4%,38.2%,41.2%,38.1%,71.4%,75.0%,33.3%,15.8%,21.1%,25.0%,60.0%,22.2%,0.0%,-104
2018 Quebec City QF,W vs Marino,33.3%,44.4%,56.3%,43.3%,60.0%,70.6%,42.9%,43.8%,-,25.0%,30.0%,40.0%,20.0%,80.0%,-,-46
2017 Fed Cup RR,L vs Halep,7.4%,13.0%,41.7%,5.9%,11.8%,34.4%,47.1%,47.1%,40.0%,11.1%,16.7%,56.3%,0.0%,40.0%,0.0%,-4
2017 Indian Wells R64,L vs Konta,31.1%,36.5%,43.9%,45.5%,54.5%,41.7%,39.1%,23.8%,40.0%,15.0%,15.0%,47.1%,0.0%,45.5%,0.0%,0
2016 Roland Garros R128,W vs Gibbs,17.7%,26.0%,53.3%,24.5%,38.8%,59.5%,37.5%,16.0%,0.0%,11.6%,14.0%,47.4%,0.0%,16.7%,0.0%,-25
2016 Miami R16,L vs Halep,18.8%,29.0%,40.4%,26.2%,38.1%,35.5%,63.6%,40.0%,60.0%,8.7%,17.4%,47.6%,0.0%,69.2%,83.3%,-33
2016 Hobart R32,W vs Pereira,31.4%,38.6%,46.7%,40.0%,48.9%,51.9%,50.0%,30.4%,11.1%,18.2%,22.7%,38.9%,36.4%,9.1%,0.0%,41
2015 Eastbourne R64,W vs Lepchenko,22.9%,25.7%,44.2%,29.3%,31.7%,48.3%,50.0%,33.3%,40.0%,14.8%,18.5%,39.1%,25.0%,6.7%,0.0%,-21
2015 Birmingham R64,L vs Krunic,35.5%,39.5%,53.3%,42.2%,48.9%,46.2%,47.1%,35.7%,33.3%,29.6%,29.6%,63.2%,14.3%,23.1%,50.0%,52
2015 Roland Garros R128,W vs Johansson,22.5%,28.2%,41.5%,25.5%,34.0%,45.7%,36.4%,40.0%,50.0%,18.2%,18.2%,33.3%,27.3%,27.3%,0.0%,-3
2015 Indian Wells R32,W vs Radwanska,31.7%,36.7%,45.9%,42.4%,51.5%,52.6%,52.9%,43.8%,25.0%,21.7%,21.7%,38.9%,30.0%,46.2%,100.0%,35
Career (27 matches),,25.2%,31.5%,47.3%,32.3%,41.3%,50.1%,48.2%,35.5%,34.0%,17.0%,19.6%,43.7%,20.8%,26.1%,24.6%,28
