Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Seoul R16,L vs Kostyuk,56.8%,48.0%,15.9%,4/3,2.85,2.7%,45.5%,30.0%,13.6%,2.79,0.0%,75.0%,60.0%,20.0%,2.88,4.5%
2023 Austin R32,W vs Kovinic,72.8%,57.6%,6.2%,5/0,2.12,12.7%,72.0%,58.3%,4.0%,2.05,21.2%,85.2%,56.5%,11.1%,2.22,0.0%
2022 Wimbledon R128,W vs Korpatsch,73.9%,47.6%,2.7%,2/1,2.23,1.8%,72.4%,40.5%,1.7%,2.34,3.4%,83.3%,55.0%,4.2%,2.09,0.0%
2022 Strasbourg R32,W vs Hobgarski,79.6%,55.8%,3.7%,0/2,2.52,36.7%,83.9%,53.8%,3.2%,2.42,61.1%,85.0%,58.8%,5.0%,2.68,0.0%
2021 Abu Dhabi R64,W vs Burrage,79.0%,59.5%,2.0%,1/1,2.34,5.3%,76.2%,54.2%,0.0%,2.21,10.5%,91.2%,67.7%,5.9%,2.48,0.0%
2020 Acapulco F,W vs Fernandez,77.4%,50.0%,3.2%,1/2,2.58,13.2%,80.0%,43.8%,0.0%,2.51,23.8%,85.7%,62.5%,10.7%,2.66,0.0%
2020 Acapulco SF,W vs Wang,59.4%,51.2%,7.2%,4/1,2.60,3.6%,73.0%,40.7%,2.7%,2.57,6.7%,70.0%,71.4%,20.0%,2.63,0.0%
2019 Tianjin F,L vs Peterson,74.6%,50.0%,3.4%,0/2,2.16,4.8%,70.7%,44.8%,0.0%,2.25,8.8%,83.3%,60.0%,11.1%,2.06,0.0%
2019 Tianjin SF,W vs Kudermetova,76.9%,60.0%,5.8%,1/2,2.48,2.9%,62.5%,46.7%,4.2%,2.38,5.3%,89.3%,68.0%,7.1%,2.61,0.0%
2019 US Open Q1,L vs Bolkvadze,65.5%,42.1%,3.4%,1/1,2.32,8.1%,67.9%,31.6%,3.6%,2.13,14.3%,82.6%,52.6%,4.3%,2.58,0.0%
2018 Quebec City QF,W vs Marino,62.7%,62.2%,3.4%,1/1,2.29,3.1%,50.0%,57.1%,3.6%,2.19,5.9%,95.8%,65.2%,4.2%,2.41,0.0%
2017 Fed Cup RR,L vs Halep,77.1%,43.2%,4.2%,2/0,2.51,4.2%,72.7%,45.8%,6.1%,2.38,6.3%,92.9%,38.5%,0.0%,2.79,0.0%
2017 Indian Wells R64,L vs Konta,70.0%,52.4%,6.7%,1/3,2.78,9.8%,72.5%,48.3%,2.5%,2.87,16.7%,76.5%,61.5%,17.6%,2.66,0.0%
2016 Roland Garros R128,W vs Gibbs,79.4%,61.7%,2.0%,2/0,-,10.8%,74.1%,47.5%,1.9%,-,22.2%,89.1%,75.6%,2.2%,-,0.0%
2016 Miami R16,L vs Halep,72.2%,48.7%,3.7%,2/0,2.64,2.0%,76.2%,53.1%,2.4%,2.83,3.3%,70.0%,28.6%,10.0%,2.36,0.0%
2016 Hobart R32,W vs Pereira,78.0%,71.9%,9.8%,2/2,2.52,9.3%,75.0%,66.7%,7.1%,2.38,16.0%,91.7%,81.8%,16.7%,2.72,0.0%
2015 Eastbourne R64,W vs Lepchenko,80.3%,63.3%,0.0%,0/0,2.46,0.0%,83.7%,58.3%,0.0%,2.43,0.0%,81.3%,76.9%,0.0%,2.49,0.0%
2015 Birmingham R64,L vs Krunic,66.2%,44.9%,8.1%,6/0,2.60,13.6%,56.4%,40.9%,7.7%,2.49,16.0%,77.1%,48.1%,8.6%,2.75,10.5%
2015 Roland Garros R128,W vs Johansson,78.7%,62.5%,13.1%,6/2,2.61,5.7%,83.3%,44.0%,10.0%,2.59,8.6%,85.2%,82.6%,18.5%,2.66,0.0%
2015 Indian Wells R32,W vs Radwanska,72.7%,58.3%,7.6%,3/2,2.29,10.8%,70.7%,55.2%,2.4%,2.56,21.1%,86.4%,63.2%,18.2%,2.01,0.0%
Career (27 matches),,72.6%,53.6%,5.1%,58.9%,2.43,7.2%,72.2%,48.0%,3.0%,2.38,12.0%,83.3%,61.9%,9.3%,2.49,0.9%
