Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,8,2,6,25.0%,2,0,2,0.0%,2017,2023,R128,6,0.82,3.7%,4.8%,59.2%,59.3%,40.3%,51.6%,39.5%,45.8%,45.2%
Roland Garros,2,Clay,4,2,2,50.0%,2,2,0,100.0%,2021,2022,Q3,4,0.98,4.2%,6.9%,64.3%,59.3%,46.2%,54.7%,44.4%,51.1%,51.4%
Wimbledon,3,Grass,6,3,3,50.0%,3,2,1,66.7%,2019,2022,R128,6,0.97,6.1%,6.6%,59.2%,70.9%,46.7%,61.0%,37.9%,69.2%,41.2%
US Open,3,Hard,4,1,3,25.0%,2,0,2,0.0%,2016,2021,R128,4,0.89,3.3%,5.2%,53.0%,62.2%,40.9%,52.2%,42.3%,39.3%,46.4%
Zhengzhou,2,Hard,4,2,2,50.0%,1,0,1,0.0%,2019,2023,R32,4,0.88,2.2%,3.8%,61.4%,59.2%,43.1%,53.0%,41.3%,65.4%,57.7%
Tokyo,2,Hard,5,3,2,60.0%,0,0,0,-,2022,2023,R32,5,1.14,4.9%,6.1%,57.2%,68.2%,54.7%,62.4%,42.9%,62.2%,44.4%
Guadalajara,2,Hard,2,0,2,0.0%,0,0,0,-,2021,2023,Q1,2,0.94,4.7%,4.7%,54.7%,70.4%,58.2%,64.9%,32.9%,54.5%,16.7%
s Hertogenbosch,2,Grass,2,0,2,0.0%,2,1,1,50.0%,2022,2023,Q1,2,0.86,3.0%,9.9%,59.1%,59.2%,44.6%,53.2%,40.2%,56.0%,28.0%
Strasbourg,3,Clay,4,1,3,25.0%,0,0,0,-,2019,2023,R32,4,0.97,4.0%,5.5%,53.1%,60.0%,53.9%,57.1%,41.6%,48.3%,33.3%
Hua Hin,2,Hard,5,3,2,60.0%,1,0,1,0.0%,2020,2023,R32,5,1.21,5.0%,5.0%,52.5%,66.9%,55.7%,61.6%,46.6%,50.0%,43.2%
