Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2020 Strasbourg R32,L vs Sabalenka,0.0%,-,3.8%,50.0%,16.3%,37.5%,0.0%,12.0%,33.3%,2.5%,66.7%,136,141
2019 Hobart R32,L vs Parmentier,0.0%,-,9.3%,65.0%,11.2%,29.6%,5.0%,6.5%,9.1%,0.6%,50.0%,83,74
Career (2 matches),,0.0%,-,7.5%,62.5%,12.4%,31.4%,3.7%,7.7%,14.3%,1.2%,60.0%,98,93
