Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2021 Wimbledon R128,L vs Burel,0.93,0.57,37.1,2.4,3.0%,48.5%,0.0%,48.4%,38.5%,24.0%
2020 Strasbourg R32,L vs Sabalenka,0.83,0.64,46.0,2.0,0.0%,52.0%,9.1%,59.1%,26.7%,42.9%
2019 W100 Bonita Springs FL R32,L vs Zarazua,0.89,0.86,66.3,9.6,0.0%,58.1%,0.0%,50.0%,48.3%,40.4%
2019 W100 Charleston SC R32,L vs Parks,0.79,0.81,60.7,3.0,0.0%,59.0%,0.0%,50.0%,38.1%,55.3%
2019 W80 Charlottesville VA R32,L vs Muhammad,0.97,0.76,56.1,2.5,0.0%,52.8%,0.0%,38.9%,34.3%,51.5%
2019 W25 Pelham AL R16,L vs Chang,1.00,0.80,59.8,3.0,4.8%,45.2%,0.0%,48.8%,26.5%,60.0%
2019 W25 Pelham AL R32,W vs Simion,1.13,1.52,41.9,2.2,3.6%,60.7%,0.0%,50.0%,56.3%,63.3%
2019 W80 Palm Harbor FL QF,L vs Gibbs,0.97,0.62,40.7,2.0,3.0%,60.6%,0.0%,26.7%,37.0%,33.3%
2019 W80 Palm Harbor FL R16,W vs Pigossi,1.14,1.23,64.6,3.1,0.0%,58.8%,3.0%,45.5%,42.5%,61.8%
2019 W80 Palm Harbor FL R32,W vs Amanmuradova,1.04,2.39,31.9,2.0,0.0%,63.2%,11.8%,76.5%,65.0%,76.5%
2019 W25 Canberra R16,L vs Fernandez,0.97,0.79,59.1,2.7,4.7%,55.8%,0.0%,47.5%,39.5%,39.0%
2019 W25 Mildura R16,W vs Bai,1.14,1.21,55.1,4.8,4.8%,65.1%,1.7%,50.0%,37.3%,53.3%
2019 W25 Mildura R32,W vs Tjandramulia,1.20,1.87,36.4,2.1,3.6%,60.7%,0.0%,75.0%,48.1%,54.2%
2019 W60 Launceston R32,L vs Podoroska,0.99,0.58,50.8,2.2,3.0%,45.5%,0.0%,61.3%,22.2%,33.3%
2019 W60 Burnie R32,L vs Wang,0.93,0.86,73.9,4.0,1.9%,61.1%,2.1%,47.9%,43.1%,40.0%
2019 Australian Open R128,L vs Wang,1.02,0.48,40.0,2.3,8.0%,40.0%,4.3%,47.8%,36.4%,15.0%
2019 Hobart R32,L vs Parmentier,0.99,0.80,80.4,4.0,3.4%,69.5%,5.5%,47.3%,38.2%,27.7%
2018 Australian Open Q1,L vs Grammatikopoulou,0.91,0.76,55.9,2.0,2.1%,52.1%,0.0%,65.1%,34.1%,35.9%
2018 Sydney R16,L vs Barty,1.06,0.65,57.1,2.2,0.0%,50.0%,2.6%,52.6%,22.6%,37.9%
2017 Bendigo $60K R32,L vs Zidansek,0.96,0.72,54.1,2.4,0.0%,31.0%,0.0%,52.0%,40.0%,50.0%
2021 (1 matches),,0.93,0.57,37.1,2.4,3.0%,48.5%,0.0%,48.4%,38.5%,24.0%
2020 (1 matches),,0.83,0.64,46.0,2.0,0.0%,52.0%,9.1%,59.1%,26.7%,42.9%
2019 (15 matches),,1.00,0.94,58.1,2.8,2.8%,58.0%,1.7%,49.4%,40.6%,46.2%
2018 (2 matches),,0.98,0.72,56.5,2.1,1.1%,51.1%,1.2%,59.3%,29.3%,36.8%
2017 (17 matches),,1.04,1.09,55.7,2.5,2.6%,56.5%,2.6%,59.2%,43.3%,45.4%
Career (55 matches),,1.01,1.04,55.6,2.6,2.5%,57.3%,2.2%,56.1%,43.3%,45.6%
