Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Dubai SF,L vs Medvedev,4.3,5.1,3.2,45.8%,29.2%,31.3%,50.0%,57.1%,25.3%,-4.5,-5.1,-12.5,-22.3
2026 Rotterdam F,L vs De Minaur,4.6,4.6,4.5,42.6%,50.0%,37.5%,11.1%,47.8%,20.6%,-2.0,-2.4,-6.5,-8.7
2026 Rotterdam SF,W vs Bublik,3.0,2.5,3.5,61.1%,68.4%,88.9%,100.0%,61.4%,25.6%,17.5,29.2,4.5,15.5
2026 Rotterdam QF,W vs Griekspoor,3.0,3.2,2.8,54.8%,56.5%,75.0%,66.7%,56.8%,19.0%,21.5,27.6,-2.0,-3.9
2026 Rotterdam R16,W vs Medjedovic,3.2,3.4,3.1,52.9%,57.1%,54.5%,40.0%,56.4%,18.5%,15.0,18.5,5.5,10.6
2026 Montpellier F,W vs Mannarino,3.7,3.2,4.1,52.6%,60.0%,64.3%,66.7%,56.4%,16.0%,15.0,16.5,9.0,14.3
2025 Tour Finals SF,L vs Alcaraz,3.4,3.8,3.0,39.1%,55.6%,14.3%,60.0%,51.9%,9.2%,-3.5,-6.0,0.0,0.0
2025 Tour Finals RR,W vs Zverev,3.9,3.2,4.5,56.8%,56.0%,28.6%,50.0%,53.5%,25.0%,5.5,4.5,-2.0,-2.4
2025 Tour Finals RR,W vs Shelton,3.4,3.5,3.3,48.8%,54.5%,63.6%,69.2%,63.7%,26.7%,9.0,6.0,7.0,11.5
2025 Tour Finals RR,L vs Sinner,3.0,3.1,3.0,40.2%,28.6%,44.4%,80.0%,40.2%,16.5%,-6.0,-11.3,-7.0,-10.6
2025 Paris F,L vs Sinner,4.3,4.1,4.5,50.6%,35.7%,35.3%,41.7%,50.9%,9.7%,6.5,6.7,-8.0,-7.8
2025 Paris SF,W vs Bublik,2.9,3.0,2.9,48.4%,76.0%,46.2%,0.0%,64.0%,18.4%,15.5,19.1,2.5,6.4
2025 Paris QF,W vs Vacherot,4.2,3.9,4.3,53.6%,86.4%,61.5%,66.7%,54.3%,29.1%,24.0,26.4,5.0,8.9
2025 Brussels F,W vs Lehecka,3.0,3.0,3.0,55.5%,44.7%,64.3%,71.4%,64.4%,28.9%,13.5,9.6,4.0,7.0
2025 US Open SF,L vs Sinner,4.1,4.0,4.2,48.8%,44.4%,36.4%,37.5%,51.9%,21.1%,8.5,4.6,-18.0,-12.9
2025 US Open QF,W vs De Minaur,3.7,3.3,4.0,52.2%,57.9%,41.9%,25.0%,56.4%,13.2%,4.0,1.5,-10.5,-5.8
2025 Cincinnati QF,L vs Sinner,3.2,3.6,2.7,31.0%,50.0%,0.0%,0.0%,49.1%,12.1%,-6.0,-11.3,-7.0,-13.7
2025 Stuttgart SF,L vs Fritz,2.6,2.6,2.5,45.4%,42.1%,40.0%,66.7%,47.9%,41.0%,3.5,6.9,-11.5,-33.8
2025 Stuttgart R16,W vs Mpetshi Perricard,2.4,2.5,2.3,53.5%,57.9%,80.0%,-,68.5%,31.0%,13.5,26.0,2.5,13.9
2025 Roland Garros R128,L vs Arnaldi,3.9,4.2,3.6,50.3%,51.4%,61.5%,26.3%,55.3%,8.6%,21.0,8.7,-4.0,-2.1
Career (144 matches),,3.7,3.6,3.8,51.1%,48.5%,47.6%,47.7%,54.8%,15.8%,6.5,5.5,-2.1,-2.5
