Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Mensik,112.2,119.9,6.3,122.0,115.0,127,86,100.4,5.4,100.7,99.5,111,83
2024 Wimbledon R128,L vs Kokkinakis,113.6,119.1,3.8,121.4,117.3,127,110,101.6,5.2,104.8,97.7,111,85
2023 US Open R128,L vs Mcdonald,111.1,117.2,6.5,121.2,114.6,130,93,99.0,6.1,98.5,103.7,110,87
2023 Wimbledon R128,L vs Mmoh,113.0,120.4,4.5,123.3,118.6,129,109,100.1,7.4,101.6,,115,83
2022 US Open R64,L vs Draper,112.1,118.6,7.1,121.4,114.0,129,83,98.4,4.6,99.7,99.0,109,88
2022 US Open R128,W vs Ritschard,113.1,119.2,7.7,122.2,117.2,132,81,96.6,6.4,104.0,,110,83
2022 Wimbledon R128,L vs Cressy,113.9,120.6,4.8,122.5,118.9,132,111,102.6,5.1,104.0,,112,89
2021 US Open SF,L vs Medvedev,114.4,119.5,5.1,121.7,117.5,129,105,102.1,6.5,111.0,,111,87
2021 US Open QF,W vs Alcaraz,115.7,121.3,5.3,123.7,119.4,129,108,101.3,4.8,,,107,93
2021 US Open R16,W vs Tiafoe,114.5,121.5,4.3,123.8,118.9,130,112,100.8,5.6,101.6,110.0,111,85
2021 US Open R32,W vs Bautista Agut,113.9,121.5,4.4,124.0,119.2,131,109,98.6,6.6,102.3,101.0,114,85
2021 US Open R64,W vs Zapata Miralles,114.8,119.9,5.0,120.6,118.8,130,104,99.4,5.3,,,110,88
2021 US Open R128,W vs Donskoy,112.8,121.0,4.3,123.3,119.1,129,105,100.0,5.2,102.2,96.5,112,91
2021 Wimbledon QF,L vs Berrettini,117.5,124.3,4.4,125.9,122.1,133,110,106.4,6.0,106.0,106.0,118,94
2021 Wimbledon R16,W vs Zverev,115.7,122.9,5.0,125.3,119.9,134,109,105.6,5.6,109.1,104.8,118,91
2021 Wimbledon R32,W vs Kyrgios,116.9,123.7,4.1,126.4,119.7,131,116,104.3,5.6,104.0,,118,95
2021 Wimbledon R64,W vs Ymer,116.7,121.2,4.5,123.2,116.9,131,111,104.8,6.8,107.5,108.3,116,88
2021 Wimbledon R128,W vs Monteiro,116.0,121.1,4.6,122.8,116.9,129,110,105.8,4.0,105.0,103.0,113,94
2020 US Open R16,L vs Thiem,111.9,118.7,6.1,122.3,116.5,131,100,101.1,5.1,105.8,97.3,112,90
2020 US Open R32,W vs Moutet,114.0,119.2,6.5,122.0,115.9,131,102,103.1,5.6,107.0,102.0,114,91
Career (27 matches),,113.6,119.9,5.3,122.5,117.4,134,81,101.2,5.8,103.0,101.0,118,81
