Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Dubai SF,L vs Medvedev,21.9%,31.3%,45.8%,28.4%,27.3%,40.9%,50.0%,36.8%,52.4%,47.8%,66.7%,11.1%,11.1%,37.5%,-8
2026 Rotterdam F,L vs De Minaur,24.4%,35.6%,45.2%,31.3%,40.9%,63.6%,69.2%,55.0%,40.0%,25.0%,-,10.0%,10.0%,27.8%,-22
2026 Rotterdam SF,W vs Bublik,47.5%,62.5%,77.8%,58.0%,60.7%,82.1%,90.9%,75.7%,37.5%,25.0%,-,22.2%,22.2%,57.1%,65
2026 Rotterdam QF,W vs Griekspoor,36.5%,46.0%,67.6%,43.3%,56.8%,70.3%,81.3%,68.4%,58.8%,45.0%,-,8.7%,13.0%,57.1%,-33
2026 Rotterdam R16,W vs Medjedovic,35.7%,51.8%,60.0%,46.1%,41.7%,63.9%,71.4%,57.8%,37.5%,40.0%,0.0%,26.3%,31.6%,42.9%,-3
2026 Montpellier F,W vs Mannarino,37.9%,56.9%,68.6%,48.8%,46.7%,66.7%,75.0%,60.7%,42.9%,45.8%,-,8.3%,25.0%,54.5%,-33
2025 Tour Finals SF,L vs Alcaraz,22.8%,31.6%,46.5%,30.4%,31.7%,43.9%,39.3%,42.2%,52.6%,50.0%,33.3%,0.0%,0.0%,60.0%,-118
2025 Tour Finals RR,W vs Zverev,38.4%,52.1%,53.3%,44.9%,45.3%,56.6%,51.7%,54.3%,52.2%,40.0%,33.3%,20.0%,40.0%,56.3%,-79
2025 Tour Finals RR,W vs Shelton,35.5%,51.6%,64.4%,47.0%,41.3%,58.7%,61.4%,55.6%,55.2%,43.5%,33.3%,11.8%,23.5%,73.3%,4
2025 Tour Finals RR,L vs Sinner,28.2%,39.4%,38.8%,34.9%,38.3%,51.1%,41.4%,48.5%,42.9%,53.8%,16.7%,9.1%,18.2%,35.0%,-26
2025 Paris F,L vs Sinner,30.1%,45.2%,57.1%,39.6%,40.4%,59.6%,67.9%,55.1%,43.5%,54.2%,60.0%,12.5%,20.8%,42.9%,9
2025 Paris SF,W vs Bublik,37.7%,52.5%,55.6%,46.2%,47.5%,67.5%,71.4%,60.5%,50.0%,33.3%,-,21.1%,26.3%,33.3%,65
2025 Paris QF,W vs Vacherot,33.3%,48.7%,76.9%,48.7%,37.0%,59.3%,82.4%,59.3%,63.6%,43.8%,0.0%,25.0%,25.0%,66.7%,-79
2025 Brussels F,W vs Lehecka,47.5%,61.4%,57.7%,56.8%,47.6%,64.3%,59.1%,58.8%,55.6%,47.9%,0.0%,50.0%,50.0%,50.0%,10
2025 US Open SF,L vs Sinner,30.6%,45.0%,48.6%,37.7%,43.1%,59.7%,48.8%,53.9%,48.6%,45.7%,40.0%,8.8%,20.6%,48.4%,-33
2025 US Open QF,W vs De Minaur,33.8%,43.2%,51.7%,40.6%,44.8%,58.3%,67.9%,55.3%,35.0%,25.0%,25.0%,17.1%,19.5%,26.5%,30
2025 Cincinnati QF,L vs Sinner,13.3%,22.2%,32.3%,20.4%,16.0%,32.0%,38.1%,28.8%,15.4%,25.0%,25.0%,16.7%,16.7%,20.0%,-8
2025 Stuttgart SF,L vs Fritz,47.8%,59.7%,47.1%,56.6%,55.3%,70.2%,57.1%,67.9%,65.0%,44.4%,0.0%,31.6%,36.8%,30.8%,-3
2025 Stuttgart R16,W vs Mpetshi Perricard,46.0%,56.0%,64.0%,51.2%,48.1%,63.0%,78.6%,57.8%,35.7%,46.2%,100.0%,47.6%,52.4%,45.5%,53
2025 Roland Garros R128,L vs Arnaldi,23.4%,35.8%,58.2%,31.2%,32.5%,48.8%,57.4%,45.9%,51.3%,43.9%,44.4%,12.0%,20.0%,59.1%,-2
Career (144 matches),,34.0%,45.0%,51.8%,40.8%,43.9%,57.7%,56.2%,54.5%,47.3%,45.9%,43.2%,19.0%,26.0%,45.5%,62
